HCL Item#,Item Status,Item Name,Description,Decoration,Web Link,Item Color,Item Size,Length,Width,Height,Carton Weight,Carton Qty,Standard Production Time,Item MOQ,Qty 2,Qty 3,Qty 4,Qty 5,Price 1,Price 2,Price 3,Price 4,Price 5,"Rush Cost ""R""",MOQ, Qty2, Qty3, Qty4, Qty5,Price1,Price2,Price3,Price4,Price5,Ocean Service,MOQ,Qty 2,Qty 3,Qty 4,Qty 5,Price 1,Price 2,Price 3,Price 4,Price 5 
R135,Active/All Products,Armona Stereo Speaker Case,"This is our best quality speaker case with 2 small, but power digital speakers built into a compact carrying case. Conveniently store iPhone’s, Android’s, Blackberries or other devices within its zippered case. Includes 3 AAA batteries packaged separately.","Imprint Area: 1 1/2''w x 1/2''h    Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals.  Please see Terms & Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1411,Black,6 1/2w x 3 1/2h,19,11,15,19,40,3 Day Service (R),50,100,250,500,1000,14.49,14.29,14.09,13.89,13.69,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,12.09,11.39,10.99,10.59,
S813,Disabled on Website,Freedom Filter Bottle,"A 25 oz. water bottle with a 3” media filter for better purification and flow.The Media Filter turns tap water into great tasting, healthy water. Just uncap the bottle and fill it at any water tap, at home or on the road. Each replaceable filter can be used up to 100 fill ups or 2 months use. Also has Measurement Indicators in 5 oz intervals for convenience. This products BPA Free, Reusable, Recyclable, FDA Approved, CA prop 65 compliant,and HR4040/CPSIA Certified. The Freedom Filter Bottle is the smart choice for portable fresh water. Replacement filters sold through the manufacturer. FOB CA.",Imprint Area: 7''w x 3''h     Price includes one location digital imprint. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.,http://www.highcaliberline.com//catalog/product/view/id/1412,Green,,17,12,11,10,24,5 Day Service (R),96,144,240,504,1008,9.79,9.69,9.59,9.49,9.39,,,,,,,,,,,,,,,,,,,,,,
T326,Active/All Products,Light Up Bouncy Ball Pen,"PATENT: D599,771 This is the most fun you’ll ever have with a pen. This blinking and bouncing plastic pen features a rubber ball on the end that will actually bounce like a real super ball. Once hit against a hard surface, the ball lights up and blinks.","Imprint Area: 2 1/4''w x 3/8''h     Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location.This product is not intended for children 12 and under. Production time begins days after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1413,"Blue, Red, Purple, Green",6 1/4 Long,25,14,13,31,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T409,Active/All Products,Stand N’ Splitter,"A fantastic multi-purpose phone stand. Holds phone with by sticking onto the back via suction cup. Remove the suction cup then use it as a universal 1/8 earphone splitter. Allows two people to listen to the same audio with their own set of headphones. Great for use with iPhone, Android, iPod, iPod Touch, and other MP3/MP4 devices.","Imprint Area: 1/2'' Diam     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.   ",http://www.highcaliberline.com//catalog/product/view/id/1414,"Blue, Black, Red",2h,16,15,15,23,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T416,Disabled on Website,The Englewood Solar USB Charger,"A Dual power portable USB charger. Charges iPods, Blackberry’s and other electronic devices. This built in rechargeable battery can be powered by the solar panel, or a mini USB cord plugged into a computer or wall charger. Easy to read battery meter, so you can monitor the power level of the re-chargeable battery. Built in flashlight for reading, driving, and more. *Should be used with devices pulling 1 AMP or less.","Imprint Area: 1 1/4''w x 1 1/8''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**   Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1415,Black,1 3/4w x 3h,17,14,10,19,100,3 Day Service (R),50,100,250,500,1000,12.89,12.69,12.49,12.39,12.35,24 Hour Rush (R),50,100,250,500,1000,13.39,13.19,12.99,12.89,12.85,10 Weeks,5000,10000,25000,50000,,10.79,10.39,10.19,9.99,
T419,Active/All Products,Slayden Battery USB Charger,"A portable battery powered emergency USB charger for iPods, Blackberry’s, and other electronic devices. Plug in your electronic device USB cord used to connect to a computer for charging. Includes 4 AA batteries, but does not include a USB cord. *Should be used with devices pulling 1 AMP or less. ","Imprint Area: (Front): 1 1/8''w x 1 1/8''h                                   (Back): 2''w x 1 1/4''h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1416,"White, Blue, Black",3 1/2w x 2 1/4h,18,16,15,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T470,Active/All Products,Fold-Up Flying Disc,"This fold-up flying disc is made of soft nylon and wire which allows for easy folding. Unfolded disks are 10” in diameter and 3” when folded. The fold-up flying disc now comes with a pouch. To imprint on pouch, add $0.30(v) plus $50 set up charge. Note: Due to the nature of the product, the round shape may change from use or during shipping. Please call for quote on heat transfer imprinting.","Imprint Area: 6'' Diam                                   (Heat Transfer): 4 3/4'' Diam                                   (Imprint on Pouch): 2w x 2h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. This product is not intended for children 12 and under. Production time begins after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1417,"White, Blue, Red, Green",10 unfolded and 3 folded,19,11,12,17,500,3 Day Service (R),150,250,500,1000,2500,1.19,1.15,1.09,1.05,0.99,24 Hour Rush (R),150,250,500,1000,2500,1.39,1.35,1.29,1.25,1.19,10 Weeks,5000,10000,25000,50000,,0.59,0.55,0.53,0.51,
T570,Active/All Products,The Ventura Tape Measure,"16 x 3/4 inch wide retractable metal tape measure, standard &amp; metric measurement, rubber exterior with wrist strap &amp; metal belt pocket clip. Features 2 different buttons to lock the tape in place.","Imprint Area: 1 9/16''w x 1 9/16''h (Vinyl insert only)     **24hr Rush must be 1-color / 1 location only to qualify**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes one location Vinyl Insert. Production time begins after all approvals. See Terms & Conditions Product safety and social compliance information. This product is not intended for children 12 and under. Production time begins after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1421,"Blue, Yellow",2 1/2,16,9,12,49,120,3 Day Service (R),100,250,500,1000,2500,2.69,2.65,2.59,2.55,2.49,24 Hour Rush (R),100,250,500,1000,2500,2.99,2.95,2.89,2.85,2.79,10 Weeks,5000,10000,25000,50000,,1.79,1.75,1.69,1.65,
T678,Disabled on Website,The Andes Ratchet 30 Pc Tool Set,"Contains: (1) Ratcheting Screw driver, (1) 5/32” Precision Bit Adapter, (1) Socket Adapter, (6) _” Drive Metric Sockets(5-10mm). (13) _” x 1” Insert Bits; Phillips (#0#1 #2), Slotted (5/32”, 3/16”, 1/4”, Cross Point Star Bit(#0, #1), Hex( 4-6mm), StarDrive (SD10,SD20).","Imprint Area: 3''w x 2''h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals. See terms &amp; conditions Product safety and social compliance for more information.",http://www.highcaliberline.com//catalog/product/view/id/1422,Yellow,7 1/2w x 3 1/4h,17,9,10,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T811,Active/All Products,5” Spyro Football,"This football is made from lightweight, super-grip foam. It’s aerodynamic design makes it easy to throw and catch for any skill level. It’s also durable, so you can use it in all playing conditions. Perfect for smaller hands and great for the beach, park or football field. One side imprint only.","Imprint Area: 1 3/4''w x 1 1/4''h    Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location.This product is not intended for children 12 and under. Production time begins after all approvals. See Terms & Conditions Product safety and social compliance information. ",http://www.highcaliberline.com//catalog/product/view/id/1423,"Blue, Red, Yellow, Green",5 3/8,20,17,17,14,80,3 Day Service (R),100,250,500,1000,2500,2.29,2.25,2.19,2.15,2.09,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,1.49,1.39,1.35,1.29,
T813,Active/All Products,8” Spyro Football,"This football is made from lightweight, super-grip foam. It’s aerodynamic design makes it easy to throw and catch for any skill level. It’s also durable, so you can use it in all playing conditions. Perfect for smaller hands and great for the beach, park or football field.","Imprint Area: (Side Imprint Only): 2 1/2Â”w x 1 1/2Â”h    Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location.This product is not intended for children 12 and under. Production time begins after all approvals. See Terms & Conditions Product safety and social compliance information.   ",http://www.highcaliberline.com//catalog/product/view/id/1424,"Blue, Yellow",8,19,15,14,9,24,3 Day Service (R),100,250,500,1000,2500,4.49,4.39,4.29,4.19,4.09,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,3.29,3.09,2.99,2.89,
T887,Active/All Products,The Ref Metal Whistle,"Keep things in order at your next soccer tournament, basketball game or company potato sack race with the Ref Metal Whistle. The 16” black lanyard comes with a breakaway clasp for ease and comfort. Optional digital imprint.","Imprint Area: 5/8''w x 1 1/2''h                                   (Pad/Digital): 9/16'' Diam     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals.This product is not intended for children 12 and under. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1425,Silver,1 1/2,19,16,12,19,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L305,Active/All Products,Heart-Shaped Retractable Badge Holder,"Wear your heart on your sleeve, literally, with the Heart-Shaped Retractable Badge Holder. The 30” retractable badge is perfect for tradeshows, office use, or anywhere you want to promote health and wellness. The metal swivel alligator clip on the back makes attaching to garments easy. Imprint directly on the badge holder or have a full color digital insert. Add Epoxy Dome for $0.20(R). Epoxy Dome not included in 24hr service. Epoxy dome will require 3 day production.","Imprint Area:  5/8 Diam.     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1426,"Translucent Red, Translucent Blue",1 1/4 Diam,25,12,16,32,1000,3 Day Service (R),250,500,1000,2500,,1.05,0.99,0.95,0.89,,24 Hour Rush (R),250,500,1000,2500,,1.25,1.19,1.15,1.09,,10 Weeks,5000,10000,25000,50000,,0.55,0.49,0.47,0.45,
L312,Active/All Products,Bright Idea Badge Holder,"The Bright Idea Badge Holder is ideal for tradeshow or office. A 30” retractable reel badge that comes complete with pocket clip on the back. Imprint directly on the badge holder or have a full color digital insert. Patent #D707,957. Add Epoxy Dome for $0.20(R). Epoxy Dome not included in 24hr service. Epoxy dome will require 3 day production.","Imprint Area: 3/4w x 3/4h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1427,"Yellow, Translucent Red, Translucent Blue, Smoke",1 1/2w x 3 1/2h,27,12,12,36,1000,3 Day Service (R),250,500,1000,2500,,0.99,0.99,0.99,0.99,,24 Hour Rush (R),250,500,1000,2500,,1.19,1.19,1.19,1.19,,,,,,,,,,,,
L311,Active/All Products,Carabiner Badge Holder,"A 30 retractable trade show or office badge reel with a carabiner and a metal pocket clip on the back.  Add Epoxy Dome for $0.20(R). Epoxy Dome not included in 24hr service.Epoxy dome will require 3 day production. Patent D715,042","Imprint Area: 1''w x 1 1/4''h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1428,"Translucent Red, Translucent Blue, Translucent Smoke",1 1/2w x 2 3/4h,27,12,12,33,1000,3 Day Service (R),250,500,1000,2500,,0.99,0.99,0.99,0.99,,24 Hour Rush (R),250,500,1000,2500,,1.19,1.19,1.19,1.19,,,,,,,,,,,,
P216,Active/All Products,The Crystal Stylus Pen,Our Crystal Stylus Pen is a brass stylish multi-functional stylus pen for use with any touch screen device. Get your upcoming promotional event “write” by featuring this fantastic marketing tool. The barrel is filled with decorative crystal rhinestones. The soft stylus orb keeps your screen free from scratches and finger prints. Add your logo to this sleek item to create a wonderful giveaway during trade-shows and fundraisers. Enhance your brand today.,"Imprint Area:  (Barrel): 1 3/8w x 1/4h                                   (Wrap): 1 3/8w x 1/2h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Additional colors/locations for laser engraving and printing are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1429,"White, Blue, Black, Pink",5 1/2 Long,15,10,15,18,288,3 Day Service (R),250,500,1000,2500,,2.75,2.69,2.65,2.59,,24 Hour Rush (R),250,500,1000,2500,,3.05,2.99,2.95,2.89,,10 Weeks,5000,10000,25000,50000,,2.19,2.15,2.09,2.05,
T408,Active/All Products,The Freeport Earphones Splitter,"The Free port splitter plugs into an ear phone or head phone audio output jack. A fantastic multi-purpose phone stand. Holds phone by sticking onto the back via suction cup. Remove the suction cup then use it as a universal 1/8 earphone splitter. Allows 2 earphone jacks to plug in and two people to listen to the same audio with their own set of head phones. Great for use with iPhone, Android, iPad, iPod Touch, and other MP3/MP4 devices.","Imprint Area: 1/2w x 7/16h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 days after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1430,"White, Blue, Black, Red",2h,15,9,10,7,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F200,Disabled on Website,Bottle Shape BBQ and Cooler Combination,"Full featured BBQ and 57 Quart CoolerHeavy duty wheels for easy movingSteel BodyFull color baked on Graphics AvailableOver 2,000 squary inches of advertising spacePerfect for picnics and beach partiesTwo metal serving trays with full color graphicsFull Insulated 57 Quart Cooler",  Call for more information.,http://www.highcaliberline.com//catalog/product/view/id/1431,Custom,52.40h x 17w x 17t,,,,,,50-60 Days (R),362,420,840,1360,1680,319.44,309.86,300.57,291.55,282.8,,,,,,,,,,,,,,,,,,,,,,
S722,Active/All Products,Oakwood Tritan Water Bottle,"A 24 oz Water bottle made with Tritan plastic, a neoprene cover, a screw on flip top lid and a carrying strap. This bottle is BPA free. FOB CA.","Imprint Area: (Standard Wrap): 3w x 3h                                   (Full Wrap): 8 1/4w x 5 3/4h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Please call for quote on heat transfer imprinting. Production time begins after all approvals. See terms &amp; conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1432,"Blue, Black, Red",24 oz. / 10 1/2 tall ,19,13,22,21,48,3 Day Service (R),144,240,504,1008,2496,5.39,5.29,5.19,5.09,4.99,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,4.19,4.09,3.99,3.89,
P724,Disabled on Website,The Harrison Highlighter Stylus Pen,A versatile twist action stylus pen that can be used on any touch screen device. The pen comes with a highlighter on top for convenience while taking notes. The soft rubber stylus tip keeps your screen free from scratches and finger prints. Comes with black ink.The Digital Direct Printing process allows for a Bright and Colorful Eye-Catching Impression. DDP process only available on domestic orders.WHILE SUPPLIES LAST,"Imprint Area: (Standard): 1 1/2w x 5/16h                                 (Wrap): 1 1/4'' X 1/2    Price includes a one color wrap imprint. Optional side imprint add $0.07(v)/pc. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Add $.40(v)to any of the 70 items to go full color w/ Digital Direct Printing.  Add 24 hrs for required proofing on DDP method unless PMS colors are provided (pms colors can only be applied to vector art). DDP process only available on domestic orders. DDP process only available on domestic orders.  Production time begins after all approvals.  Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1433,"Blue, Black, Red, Green",5 1/2 Long,21,13,22,31,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T995,Active/All Products,Popper Guy,"Press or squeeze Popper Man down and he will spring up about 5 feet in the air. The head is made from soft foam and comes in 4 different facial expressions. Can be launched off almost any surface, even your palm. Imprint goes on back of head.","Imprint Area: 3/4'' Diam     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1434,Yellow,3 1/2 Long,17,12,23,10,800,3 Day Service (R),150,250,500,1000,2500,1.19,1.15,1.09,1.05,0.99,24 Hour Rush (R),150,250,500,1000,2500,1.39,1.35,1.29,1.25,1.19,10 Weeks,5000,10000,25000,50000,,0.69,0.65,0.59,0.57,
T539,Active/All Products,The Sadler Stylus Phone Charm,"This stylus phone charm attaches by plastic head phone jack to any mobile phone. Works with all mobile phones, smart phones, iPads and tablets. Imprint directly on the charm or have a full color digital insert. Add an epoxy dome to a digital insert for $0.20(R)/pc. 24 hour production is not available for epoxy dome. Epoxy dome will require 3 day production.","Imprint Area: (Pad Print): 9/16'' Diam                                  (Optional Back): 5/8 Diam                                  (Digital): 11/16'' Diam     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1435,"White, Blue, Black, Red",1 Diam,23,13,8,25,2000,3 Day Service (R),150,250,500,1000,2500,1.09,1.05,0.99,0.95,0.89,24 Hour Rush (R),150,250,500,1000,2500,1.29,1.25,1.19,1.15,1.09,10 Weeks,5000,10000,25000,50000,,0.49,0.39,0.35,0.33,
T311,Active/All Products,The Stylus Spiral Light Up Pen,"This brass twist action pen has a unique spiral shape that becomes illuminated when the light is activated. The stylus adds a new twist to one of our most popular light up pens. The stylus works on all touch screen devices, such as smart phones, tablets and IPhones. Features solid, fast and slow flashing modes. Turn the light on and off by pushing the small button on the side of the pen and twist the bottom of the pen to expose black ink.","Imprint Area: 1 3/8''w x 1/4''h                            (Barrel): 1 3/8w x 1/4h                             **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color wrap imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see Terms &amp; Conditions, Product safety and social compliance for more information.",http://www.highcaliberline.com//catalog/product/view/id/1436,"White, Blue",5 1/2 Long,15,10,8,14,200,3 Day Service (R),100,250,500,1000,2500,2.59,2.55,2.49,2.45,2.39,24 Hour Rush (R),100,250,500,1000,2500,2.89,2.85,2.79,2.75,2.69,10 Weeks,5000,10000,25000,50000,,1.89,1.79,1.69,1.59,
K227,Disabled on Website,Surf Board Bottle Opener,Plastic bottle opener in the shape of a surfboard. The opener is the the middle metal fin.??,"Imprint Area: 1 3/4''w x 1/2''h     **24 Hour Rush must be 1-color / 1 location only to qualify.**     24-HR Service Terms  - Orders must be placed by 10am PST  - All approvals &amp; payments must be received by 12noon PST  - One Color/ position only  - All purchase orders must reference 24hr service and sent to 24Rush@highcaliberline.com  - Vector art required and must be emailed to 24Rush@highcaliberline.com     - No Proofs  - Catalog Quantities only, less than minimums not available  - Customer account must be in good standing     Price includes a one color wrap imprint. Optional side imprint add $0.07(v)/pc. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please see terms &amp; conditions, Product safety and social compliance for more information.",http://www.highcaliberline.com//catalog/product/view/id/1437,Red,3 Long,18,13,19,25,1000,3 Day Service (R),150,250,500,1000,2500,1.19,1.15,1.09,1.05,0.99,24 Hour Rush (R),150,250,500,1000,2500,1.39,1.35,1.29,1.25,1.19,10 Weeks,5000,10000,25000,50000,,0.75,0.69,0.65,0.59,
S632,Active/All Products,6 Quart Ice Bucket Large,"Add some promotional style to your next company party! This large acrylic ice bucket for wine, champagne or beer beautifully showcases your company name, logo or custom design. At 10 1/4 x 8 1/2, this container features a frosted color that allows you to see how much ice is left, so you're never without.",Imprint Area: (2 Color): 2''w x 2''h                                   (1 Color) : 3w x 3h     Price includes one color one location. Limited a TWO imprint logo due to bulkiness of item. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.,http://www.highcaliberline.com//catalog/product/view/id/1438,Clear,10 1/4w x 8 1/2h,18,10,24,16,12,3 Day Service (R),96,144,240,504,1008,8.29,8.19,8.09,7.99,7.89,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,6.79,6.29,6.09,5.89,
S630,Active/All Products,60 oz. Clear Pitcher,"This 60-ounce pitcher has a pour spout for ultimate convenience. Ideal for restaurants, catering services and banquets.?",Imprint Area: 2 1/4''w x 2 1/4''h    Price includes one color one location. Production time begins after all approvals.  Please See Terms & Conditions and Product Safety for more Information. ,http://www.highcaliberline.com//catalog/product/view/id/1439,Clear,6w x 9h,23,19,30,28,36,3 Day Service (R),96,144,240,504,1008,5.59,5.49,5.39,5.29,5.19,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,4.29,3.99,3.79,3.69,
S728,Active/All Products,The Amarillo Coffee Cup Tumbler,A double wall tumbler in the shape of a paper coffee cup with a flip-up spout cover. The double wall construction keeps your hot beverages hot and your cold beverages. Screw on lid to prevent spills and spout cover. FOB CA.,"Imprint Area: (Wrap): 9 1/4w x1 1/4h (3 Color Max)    Wrap Imprint is above the Grip     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1440,"Blue, Black, Red, Green",16 oz.,18,18,18,19,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T986,Active/All Products,Arlington Pitcher Set,A 54 oz plastic pitcher with (4) 14 oz cups set with a locking spout. Four plastic cups stack neatly inside of pitcher while not in use. Volume markings are displayed on side of pitcher.  Top Rack Dishwasher safe. BPA Free.,"Imprint Area: (Pitcher): 2''w x 3''h                                  (Cup): 1 3/4''w x 1 3/4''h   Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. Please See Terms &amp; Conditions and Product Safety for more Information.",http://www.highcaliberline.com//catalog/product/view/id/1441,"White, Clear, Blue",54 oz. / 10 tall,18,13,22,20,24,3 Day Service (R),100,250,500,1000,2500,6.79,6.69,6.59,6.49,6.39,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,5.99,5.59,5.39,5.29,
S620,Active/All Products,The Solvang Tritan 22 OZ. Water Bottle,A 22 ounce translucent colored water bottle with locking screw top lid and carabiner clip that makes the bottle easy to carry. This bottle is made with durable Tritan plastic which is BPA free and Prop 65 compliant. FOB CA.,"Imprint Area: (Standard Wrap): 3''w x 2''h (1 Color)                                  (All 2+ Colors): 2''w x 2''h   Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time is 5 business days after all approvals. See Terms &amp; Conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1442,"Red, Green",22 oz.,15,20,15,16,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S726,Active/All Products,The Sparta Tritan Water Bottle,A 17 oz. Water bottle made with Tritan Plastic and a screw top lid. This bottle is BPA free. FOB CA.,"Imprint Area: (Standard Wrap): 1 1/2''w x 2''h (1 Color)                           (All 2+ Colors): 2''w x 2''h     Price includes a one color one location imprint. Additional colors/locations are $.30(v)/pc/color/location, plus a $50(v) setup charge/color/location. Production time begins after all approvals. See terms &amp; conditions Product safety and social compliance information.",http://www.highcaliberline.com//catalog/product/view/id/1443,"Clear, Blue, Red, Green",17 oz. / 8 1/4 tall,19,13,22,21,48,3 Day Service (R),96,144,240,504,1008,4.09,3.99,3.95,3.89,3.85,,,,,,,,,,,,10 Weeks,5000,10000,25000,50000,,3.09,2.99,2.89,2.79,
