Item# (SKU),Item Name,Special Name,Sale?,Sale Qty,Sale Price,Sale Code,Sale Expires
SPRINBTL,Spring Water Bottle,Color Surge,,,0,,
SPRTYWAV,Sporty Wave Pen,Under  1,,,0,,
SPRTYWAV_CL,Sporty Wave Pen - Closeout,Closeouts,Y,500,0.41,C,
SSLENDSP,16oz. Stainless Slender Sip,Best Sellers,Y,72,5.29,C,
STADBLKT,Stadium Blanket,Color Surge,,,0,,
STADBLKT,Stadium Blanket,Best Sellers,Y,50,8.99,C,
STAR,Star Shaped Stress Reliever,Under  1,,,0,,
STAR,Star Shaped Stress Reliever,Best Sellers,Y,250,0.85,C,
STCROPNF,St. Croix Pen - Frosted,Always Available,,,0,,
STCROPNF,St. Croix Pen - Frosted,Under  1,,,0,,
STCROPNF,St. Croix Pen - Frosted,Inkredible Pens,,,0,,
STCROPNM,St. Croix Pen - Metallic,Always Available,,,0,,
STCROPNM,St. Croix Pen - Metallic,Under  1,,,0,,
STCROPNM,St. Croix Pen - Metallic,Best Sellers,Y,500,0.5,C,
STCROPNM,St. Croix Pen - Metallic,Inkredible Pens,,,0,,
STCROPNW,St. Croix Pen,Always Available,,,0,,
STCROPNW,St. Croix Pen,Under  1,,,0,,
STCROPNW,St. Croix Pen,Best Sellers,Y,500,0.5,C,
STCROPNW,St. Croix Pen,Inkredible Pens,,,0,,
STDCUP20,20oz. Stadium Cups,Under  1,,,0,,
STDCUP20,20oz. Stadium Cups,Color Surge,,,0,,
STDCUP20,20oz. Stadium Cups,USA Made,,,0,,
STDCUP20,20oz. Stadium Cups,Best Sellers,Y,500,0.79,C,
STPLRMV,Staple Remover,Under  1,,,0,,
STPLRMV,Staple Remover,Best Sellers,Y,250,0.89,C,
STRAWCQ_CL,Curly Q Straw - Closeout,Closeouts,Y,100,0.37,C,
STRAWGLT,Glitter Straws,Under  1,,,0,,
STRAWSTP,Candy Stripe Straw,Under  1,,,0,,
STREABTL,Stream Water Bottle,New Products,,,0,,
STREABTL,Stream Water Bottle,Color Surge,,,0,,
STRSBL,Stressballs,Under  1,,,0,,
STRSBL,Stressballs,Best Sellers,Y,250,0.85,C,
STYLITE,Stylite Stylus Highlighter,Best Sellers,Y,250,1.09,C,
SUMITPEN,Summit Pen,Under  1,,,0,,
SUNLOTON,1oz. SPF 30 Sunscreen Lotion,USA Made,,,0,,
SUNSTCK,Sunstick,USA Made,,,0,,
SUNTOT,1.5oz. SPF 30 Sunscreen Tottle with Clip,USA Made,,,0,,
SUPCHP,Big Bag Clip,Under  1,,,0,,
SUPCHP,Big Bag Clip,Best Sellers,Y,250,0.99,C,
SUPERLT_CL,Super Bright Flashlight - Closeout,Closeouts,Y,50,4.49,C,
SVNUNOCP,16oz. Stainless Vintage Uno Cup,New Products,,,0,,
SWAMPJUI,Swamp Juice,USA Made,,,0,,
SWNKYTMB,20oz. Swanky Sip Tumbler,Exclusives,,,0,,
TAGGEL,Tag Along Gel Sanitizer,Under  1,,,0,,
TAGGEL,Tag Along Gel Sanitizer,Best Sellers,Y,250,1.19,C,
TAGTOGO_CL,Tag it to Go - Closeout,Closeouts,Y,250,0.89,C,
TAKESEAT_CL,Take A Seat - Closeout,Closeouts,Y,100,2.69,C,
TALSBKSK_CL,Talus Backsack - Closeout,Closeouts,Y,150,1.86,C,
TECCHGST,Tech Charge Set,New Products,,,0,,
TECHMSE_CL,Techno Mouse - Closeout,Closeouts,Y,50,7.29,C,
TEKTRACK,Tek Tracker Pedometer,Best Sellers,Y,100,4.39,C,
TEMPOMT,Tempo Pen,Under  1,,,0,,
TEMPOMT,Tempo Pen,Best Sellers,Y,500,0.38,C,
TEMPOPN,Tempo Pen,Under  1,,,0,,
TEMPOPN,Tempo Pen,Best Sellers,Y,500,0.38,C,
TEMPOPNW_CL,Tempo Pen - Closeout,Closeouts,Y,500,0.34,C,
TEMPOPN_CL,Tempo Pen - Closeout,Closeouts,Y,500,0.34,C,
TEMPRPCK,Temper-Pack,New Products,,,0,,
TERRNBK,Terra Notebook Combo,Best Sellers,Y,80,2.59,C,
TERRNBK_CL,Terra Notebook Combo - Closeout,Closeouts,Y,80,2.2,C,
TETHGEL,Tethered Hand Sanitizer,Under  1,,,0,,
TETHGEL,Tethered Hand Sanitizer,Best Sellers,Y,250,1.59,C,
THMGOB25_CL,25oz. Thermo-Go Bottle - Closeout,Closeouts,Y,48,8.23,C,
THPKHLD,Toothpick Holder,Always Available,,,0,,
THPKHLD,Toothpick Holder,Under  1,,,0,,
THPKHLD,Toothpick Holder,Color Surge,,,0,,
THPKHLD,Toothpick Holder,Best Sellers,Y,250,0.77,C,
THRDNSTD_CL,Thread N Stand Media Holder - Closeout,Closeouts,Y,250,0.89,C,
TIDYUPKC,Tidy Up Key Chain,Exclusives,,,0,,
TIDYUPKC,Tidy Up Key Chain,Color Surge,,,0,,
TIREGE,Tire Gauge,Best Sellers,Y,150,1.29,C,
TIRGEKYC,Tire Gauge Keychain,Best Sellers,Y,250,1.09,C,
TOGOTMB,16oz. To Go Tumbler,Best Sellers,Y,72,2.99,C,
TONTGLPN_CL,Tonti Gel Pen - Closeout,Closeouts,Y,500,0.74,C,
TOOLARND,Tooling Around,New Products,,,0,,
TPTPTMB,12oz. Tip Top Tumbler,Color Surge,,,0,,
TRA9LED,Traverse 9 LED Flashlight,Best Sellers,Y,50,4.99,C,
TRADEBDG,Trade Show Badge Holder,Best Sellers,Y,150,1.99,C,
TREMEBRT_CL,Treme Pen - Closeout,Closeouts,Y,500,0.29,C,
TRIBSPK,Tribute Bluetooth Speaker,New Products,,,0,,
TRICRKSW_CL,Tri Cork Screw - Closeout,Closeouts,Y,250,1.69,C,
TRINEXC_CL,Trinity Executive - Closeout,Closeouts,Y,60,5.54,C,
TRINJR_CL,Trinity Junior - Closeout,Closeouts,Y,80,3.81,C,
TRIPNHI_CL,Triplex Pen Highlighter - Closeout,Closeouts,Y,500,0.59,C,
TROBTMB,16oz. Trans Orbit Tumbler,Color Surge,,,0,,
TROOPTMB,Trooper Tumbler,New Products,,,0,,
TRSTAMBG,Tristan Amenity Bag,Color Surge,,,0,,
TRSTRBG,Tourista Travel Bag,Color Surge,,,0,,
TRVBKPK,Traveler Back Pack,Color Surge,,,0,,
TRVBKPK,Traveler Back Pack,Best Sellers,Y,100,4.49,C,
TRVLBLKT,Travel/Stadium Cushion Blanket,Color Surge,,,0,,
TRVSETBG_CL,Travel Set Bag - Closeout,Closeouts,Y,100,2.69,C,
TURNTMB,Turn It Up Tumbler,New Products,,,0,,
TURNTMB,Turn It Up Tumbler,Exclusives,,,0,,
TWICEBTL,23oz. Twice Around Tritan  Bottle,Exclusives,,,0,,
TWICEBTL,23oz. Twice Around Tritan  Bottle,Color Surge,,,0,,
TWISTPN,Twister Pen,New Products,,,0,,
TWISTPN,Twister Pen,Under  1,,,0,,
TWNTBCHG,Twin Turbo Auto Charger,New Products,,,0,,
TWNTBCHG,Twin Turbo Auto Charger,Exclusives,,,0,,
TWNTBCHG,Twin Turbo Auto Charger,Color Surge,,,0,,
ULADPTR,UL Listed Universal USB,New Products,,,0,,
ULADPTR,UL Listed Universal USB,Color Surge,,,0,,
ULPOWBK,Power Bank with UL Listed Battery,New Products,,,0,,
UNIUSB,Universal USB,New Products,,,0,,
UNIUSB,Universal USB,Color Surge,,,0,,
UNOCCLR,Uno Can Cooler,Exclusives,,,0,,
UNOCUP,16oz. Uno Cup,Always Available,,,0,,
UNOCUP,16oz. Uno Cup,Best Sellers,Y,160,2.25,C,
UNOMUG,16oz. Uno Mug,New Products,,,0,,
USBLINXS_CL,USB Linxs - Closeout,Closeouts,Y,100,3.59,C,
VANTMIR_CL,Vanity Mirror - Closeout,Closeouts,Y,150,0.95,C,
VELOSTPN,Velocity Stylus Pen,Always Available,,,0,,
VELOSTPN,Velocity Stylus Pen,Under  1,,,0,,
VELOSTPN,Velocity Stylus Pen,Best Sellers,Y,250,0.58,C,
VELOSTPN,Velocity Stylus Pen,Inkredible Pens,,,0,,
VIBRNTLP,Vibrant Lip Moisturizing Stick,Under  1,,,0,,
VIKINGPN,Viking Pen,Under  1,,,0,,
VIKINGPN,Viking Pen,Best Sellers,Y,500,0.62,C,
VISTSLNG,Visor Tissue Take-a-Long,New Products,,,0,,
VIVIDPN,Vivid Pen,Under  1,,,0,,
VIVIDPN,Vivid Pen,Best Sellers,Y,500,0.43,C,
VP,Velvet Pouch,Under  1,,,0,,
VWINOPN,Vino Wine Opener,Best Sellers,Y,150,2.29,C,
WALLTOTE,Wallace Tote Bag,Color Surge,,,0,,
WATMEDPC,Waterproof Media Pouch,Best Sellers,Y,150,2.09,C,
WEBTOTE,Webster Tote Bag,Color Surge,,,0,,
WEBTOTE,Webster Tote Bag,Best Sellers,Y,100,4.99,C,
WHISTLE_CL,Whistle Key Ring - Closeout,Closeouts,Y,250,0.75,C,
WHSKLT,Whistle Key Light,Under  1,,,0,,
WHSKLT,Whistle Key Light,Best Sellers,Y,250,0.79,C,
WILDBKSK,Wildside Backsack,Color Surge,,,0,,
WILDBKSK,Wildside Backsack,Best Sellers,Y,150,2.39,C,
WILLTOTE_CL,Willow Tote Bag - Closeout,Closeouts,Y,100,3.59,C,
WILSNGLS,Wild Thing Sunglasses,New Products,,,0,,
WIPEOUT,Wipe Out Tote,Color Surge,,,0,,
WIPEOUT,Wipe Out Tote,Best Sellers,Y,150,1.99,C,
WONMAT,Wonder Mat,Best Sellers,Y,150,1.89,C,
WRIONCLP_CL,Write On Clip - Closeout,Closeouts,Y,250,1.45,C,
WRITEBOX_CL,Write Box - Closeout,Closeouts,Y,150,1.72,C,
WRPITUP,Wrap it Up,Exclusives,,,0,,
WRPITUP,Wrap it Up,Under  1,,,0,,
WRPITUP,Wrap it Up,Color Surge,,,0,,
WRPITUP,Wrap it Up,Best Sellers,Y,250,0.79,C,
WVEBKPK,Wave Back Pack,Color Surge,,,0,,
WVEBKPK,Wave Back Pack,Best Sellers,Y,50,11.99,C,
XXLRECGY_CL,XXL Non-Woven Reusable Tote - Closeout,Closeouts,Y,150,1.88,C,
YOGABLK,Yoga Block,New Products,,,0,,
YOGCLKT,Yoga Class Kit,New Products,,,0,,
YORKPEN,York Pen,Always Available,,,0,,
YORKPEN,York Pen,Under  1,,,0,,
YORKPEN,York Pen,Best Sellers,Y,500,0.55,C,
YORKPEN,York Pen,Inkredible Pens,,,0,,
YORKPNM,York Pen - Metallic,Always Available,,,0,,
YORKPNM,York Pen - Metallic,Under  1,,,0,,
YORKPNM,York Pen - Metallic,Best Sellers,Y,500,0.55,C,
YORKPNM,York Pen - Metallic,Inkredible Pens,,,0,,
ZGZGBKSK,Zig Zag Drawstring,Exclusives,,,0,,
ZGZGBKSK,Zig Zag Drawstring,Color Surge,,,0,,
ZIPCOOL,Zip Cool - Closeout,Closeouts,Y,150,1.69,C,
