itemno,productCode,productname,category,subcategory,year_new,iscloseout,Origin,ISGreen,leadtime(days),productdescription,packaging,setupCharge,productcolors,imprintmethods,primary_imprint_area,Primary_Imprint_method,Primary_imprint_location,Primary_imprint_height,Primary_imprint_width,keywords,productimageURL,ProductThumbnailURL,PriceCode,Minimum,Column_1_Max,Price1,Column_2_min,Column_2_max,Price2,Column_3_min,Column_3_max,price3,column_4_min,Column_4_max,Price4,PiecesPerBox,BoxLBS,BoxLength,BoxWidth,BoxHeight,Item_Height,Item_Width,Item_Depth,ItemWeightLbs
18113,TL13,Tire Gauge,Lifestyles and Golf,Auto/First Aid,2008,N,China,Y,3,"Aluminum tire gauge up to 50 PSI,",Polybag,$55.00(G),"Red, Blue",Laser Engraving," 3/16""h x 1 3/4""w ",Laser Engraving,Top,0.1875,1.75,Golf | and | Aluminum | 18113 | 50 | (G)/unit | Silver | $1.20 | (G) | Includes | Tire | Gauge | $50.00 | PSI | TL13 | one | Blue | Addititional | Laser | location. |  | Black | Aid | Location: | on | to | Auto/First | Engraving | Red | Lifestyles | up |,http://ca.starline.com/content/image/product/pp_18113.jpg,http://ca.starline.com/content/image/product/tn_18113.jpg,2ABC                       ,250,499,3.39,500,999,3.29,1000,2499,2.9,2500,4999,2.49,500,25,16,12,9,0.5,5.75,0,0.05
18115,TL15,Utility Stool,Tools,Tool Sets/Bags,2010,N,China,N,3,"Non-slip surface and rated to 330 lbs. , One of the most common and important tools in your home or business.  ,",Polybag,$55.00(G),Black,"Pad Printing, Digital Laminate Panel","2 3/4""h x 2 3/4""w ",Pad Printing,Front,2.75,2.75,your | Panel | Laminate | Digital | Utility | 330 | TL15 | Black | the | common | Stool | of | business | 18115 | Workshop | Pad | 18115;TL15 | or | and | Important | Non-Slip | Printing | Tools | Surface | Sets/Bags | one | to | Most | In | lbs | Tool | Home | Rated |,http://ca.starline.com/content/image/product/pp_18115.jpg,http://ca.starline.com/content/image/product/tn_18115.jpg,4C                         ,24,47,19.49,48,95,18.87,96,243,18.24,244,499,16.99,10,34,17,16,19,12.75,14.25,12,3.4
18196,GCH05,Foldable Chair w/Foot Rest,Lifestyles and Golf,Outdoor/Leisure,2014,N,China,N,3,"Made out of 600D Polyester and strong Steel piping., Can fold up neatly into a storage bag for easy storage. , Includes zippered pocket on the back of the head rest to hold accessories., Foot rest can be removed  when not in use. , Cup holder, covered pocket that can hold snacks, a breathable Air Mesh back to keep you cool and adjustable arm and foot rest to give you superior comfort., Weight capacity is 330lbs.  ,",Bulk,$55.00(G)/color/panel (GeoPanel: one time set-up),Blue,"Geo-Panel, Silkscreen","2 1/4""h x 6 1/2""w ",Silkscreen,Front,2.25,6.5,Geo-Panel | 18196 | GCH05 | Rest | Chair | Foldable | w/Foot | Golf | Lifestyles | and | Outdoor/Leisure | 18196;GCH05 | Polyester | Made | of | 600D | Strong | out | Piping | steel | on | Head | the | to | back | Includes | Accessories | Zippered | hold | the | Pocket | Can | You | Air | Covered | Arm | Mesh | holder | snacks | You | Cool | Breathable | a | That | Foot | Adjustable | superior | Cup | Keep | Comfort | give | storage | into | Fold | Bag | For | storage | up | neatly | Easy | when |  | In | removed | Be | not | Use | Capacity | Weight | is | 330lbs | Blue | Silkscreen | Camping |,http://ca.starline.com/content/image/product/pp_18196.jpg,http://ca.starline.com/content/image/product/tn_18196.jpg,4C                         ,6,11,74.69,12,35,72.52,36,71,70.34,72,99,65.99,4,51,39.76,17,15,39,36,50,12.75
18197,GCH04,Camo Foldable Chair,Lifestyles and Golf,Outdoor/Leisure,2014,N,China,N,3,"Can hold up to 330lbs., Cup holder located on one of the arm rest with drainage hole, breathable Air mesh seat back to keep you cool and comfortable., Constructed out of 600D Polyester and Steel piping. , Zippered pocket on the back of the head rest to hold accessories., Features an oversized seat and arm rest for added space and comfort., This chair folds up neatly into a storage bag for easy storage and travel.,",Bulk,$55.00(G),Camo,"Silkscreen, Geo-Panel","2""h x 6""w ",Silkscreen,Front,2,6,Geo-Panel | Camouflage | Camping | 18197 | GCH04 | Chair | Camo | Foldable | Golf | Lifestyles | and | Outdoor/Leisure | 18197;GCH04 | steel | of | Polyester | constructed | Piping | out | 600D | Oversized | Seat | Arm | Rest | Added | an | For | space | Features | Comfort | hole | located | Breathable | one | back | with | Mesh | Keep | on | the | Cup | You | Air | to | holder | Cool | Comfortable | drainage | hold | Accessories | Head | Zippered | Pocket | Easy | storage | neatly | this | storage | a | into | Travel | Folds | up | Bag | Can | 330lbs | Silkscreen | Fold |,http://ca.starline.com/content/image/product/pp_18197.jpg,http://ca.starline.com/content/image/product/tn_18197.jpg,4C                         ,6,11,68.39,12,35,66.29,36,71,64.19,72,99,59.99,4,37.8,39.37,13.39,12.6,38,38,24,9.45
18198,GCH06,Foldable Event Table,Lifestyles and Golf,Outdoor/Leisure,2014,N,China,N,3,"Featuring four built-in cup holders located in each corner of the table, Comes with a carrying case for easy portability and storage when not in use., Great for the backyard, camping, beach, tailgating and other indoor/outdoor events. , Design with 300D Polyester and  steel piping makes this a durable and light weight full size foldable table.,",Bulk,$55.00(G)/color/panel (GeoPanel: one time set-up),"Blue, Black","Geo-Panel, Silkscreen","2 1/2""h x 6""w ",Silkscreen,Front Center of Bag,2.5,6,Black | 18198 | GCH06 | Event | table | Foldable | Lifestyles | Golf | and | Outdoor/Leisure | 18198;GCH06 | Light | Piping | Weight | Durable | this | Makes | 300D |  | steel | with | Size | Polyester | Design | a | Full | Camping | Other | Tailgating | the | For | Beach | Great | Indoor/Outdoor | events | backyard | Four | located | Cup | Built-in | Corner | Featuring | Each | Holders | In | of | when | portability | Case | storage | Carrying | Comes | Easy | Use | not | Blue | Silkscreen | Geo-Panel | tailgate | Fold | out |,http://ca.starline.com/content/image/product/pp_18198.jpg,http://ca.starline.com/content/image/product/tn_18198.jpg,4C                         ,6,11,62.39,12,35,60.47,36,71,58.54,72,99,54.69,4,51,45,13,9,28,43,27,12.75
18199,GCH03,Tripod Stool ,Lifestyles and Golf,Outdoor/Leisure,2014,N,China,N,3,"Extremely portable for camping, hunting, fishing, golfing, in/outdoors events, picnics, concerts and much more! , Constructed out of 600D Polyester with PVC coating and hammered Steel tubing., Features extra wide feet for a more stable footing on the ground, carry strap, Velcro closure and detachable zippered pocket to hold your personal belongings. , The extra wide seat not found in some other tripod stools has additional comfort., Can hold up to 330lbs.,",Bulk,$55.00(G)/color/panel (GeoPanel: one time set-up),Black,"Silkscreen, Geo-Panel","3 1/2""h x 4""w ",Silkscreen,Front Pocket,3.5,4,18199 | GCH03 | Tripod | Stool | Lifestyles | and | Golf | Outdoor/Leisure | 18199;GCH03 | 600D | Polyester | steel | out | with | PVC | constructed | Hammered | of | Coating | tubing | golfing | Concerts | Camping | Extremely | For | events | Portable | Fishing | Picnics | much | in/outdoors | hunting | more! | detachable | the | belongings | on | a | Personal | Stable | to | your | feet | Extra | hold | Carry | Pocket | Velcro | wide | Features | Strap | Zippered | closure | Ground | More | footing | Additional | Other | some | Comfort | Stools | Seat | In | has | not | found | up | 330lbs | Can | Black | Silkscreen | Geo-Panel |,http://ca.starline.com/content/image/product/pp_18199.jpg,http://ca.starline.com/content/image/product/tn_18199.jpg,4C                         ,25,49,15.89,50,99,15.39,100,249,14.89,250,499,13.89,6,13,25.98,8.66,7,25,3.5,3.5,2.166666667
18201,GCH01,Three Position Foldable Chair,Lifestyles and Golf,Outdoor/Leisure,2012,N,China,N,3,"Constructed out of 600D and Steel piping. , Features three adjustable positions, built-in headrest and two-cup holders., Folds up into a storage bag for easy storage and travel. ,",Bulk,$55.00(G),"Black, Blue","Geo-Panel, Silkscreen","4""h x 10""w ",Silkscreen,Front,4,10,18201 | GCH01 | Foldable | Position | Three | Chair | Lifestyles | and | Golf | Outdoor/Leisure | 18201;GCH01 | of | 600D | Piping | steel | out | constructed | Holders | Adjustable | Headrest | Built-in | Positions | Features | two-cup | a | Easy | Folds | up | For | storage | storage | Travel | Bag | into | June | available | In | Black | Blue | Silkscreen | Geo-Panel |,http://ca.starline.com/content/image/product/pp_18201.jpg,http://ca.starline.com/content/image/product/tn_18201.jpg,4C                         ,6,11,54.99,12,35,53.24,36,71,51.49,72,99,47.99,6,53,38,13,17,37,36,32,8.833333333
18202,GCH02,Foldable Director's Chair,Lifestyles and Golf,Outdoor/Leisure,2012,N,China,N,3,"Lightweight and durable director style sports chair , Made of Aluminum with 600D polyester seat and backing., Chair folds up to fit into a tubular bag for easy storage and carrying., Features an extra-wide seat and solid padded armrests,",Bulk,$55.00(G)/color/panel (GeoPanel: one time set-up),"Red, Blue, Green","Silkscreen, Geo-Panel","4""h x 10""w ",Silkscreen,Front,4,10,Foldable | Folds | up | tubular | 18202 | GCH02 | Collapsible | Chair | Director's | Lifestyles | Golf | and | Outdoor/Leisure | 18202;GCH02 | of | Seat | Aluminum | 600D | Polyester | with | Made | Backing | Style | Durable | Lightweight | Sports | director | Features | an | Padded | Solid | armrests | extra-wide | For | Easy | Bag | Down | a | into | to | storage | fit | Carrying | storage | collapse | available | June | In | Red | Blue | Green | Silkscreen | Geo-Panel |,http://ca.starline.com/content/image/product/pp_18202.jpg,http://ca.starline.com/content/image/product/tn_18202.jpg,4C                         ,6,11,64.99,12,35,62.99,36,71,60.99,72,99,56.99,4,29,33,12,11,32,22,22,7.25
18301,WG01L,Mechanics Glove,Safety,Hand Protection,2012,N,China,N,3,"Available in three sizes (L, XL, 2XL), Breathable finger side panels provide ventilation and comfort., Made of synthetic leather., Secure fit is enhanced with a spandex back and elastic cuff with velcro closure., Reinforced fingers for added protection. ,","Bulk, pairs clipped together",$55.00(G),Blue,"Geo-Panel, Silkscreen","1""h x 2""w ",Silkscreen,Top (Both Gloves),1,2,Geo-Panel | 18302 | WG01XL | 18303 | 18315 | WG012X | Safety | Hand | available | Three | XL | sizes | In | 2XL | 18301 | WG01L | Mechanics | Glove | (L | Tools | Gloves | work | 18301;WG01L | Leather | Made | of | synthetic | Provide | Side | FInger | panels | and | ventilation | Breathable | Comfort | spandex | Elastic | a | fit | with | cuff | is | back | with | closure | Enhanced | Velcro | secure | reinforced | Protection | Added | fingers | For | Blue | Silkscreen | wg01 |,http://ca.starline.com/content/image/product/pp_18301.jpg,http://ca.starline.com/content/image/product/tn_18301.jpg,4C                         ,36,71,14.59,72,143,14.14,144,249,13.69,250,499,12.79,72,14,16,11,14,9,4.5,0,0.194444444
18302,WG01XL,Mechanics Glove (XL),,,2012,N,China,N,3,"Reinforced fingers for added protection. , Secure fit is enhanced with a spandex back and elastic cuff with velcro closure. , Made of synthetic leather., Breathable finger side panels provide ventilation and comfort. ,",Polybag,$55.00(G),Blue,"Geo-Panel, Silkscreen","1""h x 2""w ",Silkscreen,Top (Both Gloves),1,2,Safety | Hand | Geo-Panel | 18302 | WG01XL | Glove | (XL | Mechanics | Tools | work | Gloves | 18302;WG01XL | Made | of | synthetic | Leather | Breathable | FInger | ventilation | and | Comfort | panels | Provide | Side | Enhanced | with | cuff | secure | Elastic | a | spandex | is | back | with | fit | closure | Velcro | Protection | For | Added | fingers | reinforced | Blue | Silkscreen | wg01 |,http://ca.starline.com/content/image/product/pp_18302.jpg,http://ca.starline.com/content/image/product/tn_18302.jpg,4C                         ,36,71,14.59,72,143,14.14,144,249,13.69,250,499,12.79,72,14,16,11,14,9,4.5,0,0.194444444
18303,WG02L,Cow Grain Driver Glove,Safety,Hand Protection,2012,N,China,N,3,"Made of soft cow grain leather, features an easy pull on/off design and inner elastic around the cuff., Available in large only,","Bulk, pairs clipped together",$55.00(G),Gray,Silkscreen,"2""h x 2""w ",Silkscreen,Top (Both Gloves),2,2,18304 | WG02XL | large | Only | Safety | Hand | Protection | sizes | In | available | XL | Two | 18303 | WG02L | Driver | Grain | (L | Glove | Cow | Tools | work | Gloves | 18303;WG02L | and | Around | Elastic | Made | inner | Design | of | On/Off | the | an | Leather | cuff | Pull | Features | Easy | soft | Gray | Silkscreen | wg02 |,http://ca.starline.com/content/image/product/pp_18303.jpg,http://ca.starline.com/content/image/product/tn_18303.jpg,4C                         ,24,47,14.89,48,95,14.42,96,243,13.94,244,499,12.99,72,17,17,11,12,10,5,0,0.236111111
18305,WG03M,Mechanics Glove w/Open Cuff,Safety,Hand Protection,2012,N,China,N,3,"The loop hole in the cuff allows the glove to be hung anywhere for convenient access., Features an easy pull on/off design with an elastic cuff., Made of synthetic leather and spandex., Available in three sizes (M, L, XL), Breathable finger side panels provide ventilation and comfort while the longer cuff length and reinforced fingers create added protection.,","Bulk, pairs clipped together",$55.00(G),Yellow,"Geo-Panel, Silkscreen","1""h x 1""w ",Silkscreen,Top (Both Gloves),1,1,Geo-Panel | 18306 | 18307 | WG03XL | WG03L | Safety | Hand | sizes | l | Three | available | XL | 18305 | WG03M | Mechanics | w/Open | (M | cuff | Glover | Tools | Gloves | work | 18305;WG03M | synthetic | and | Leather | Made | of | spandex | Easy | Design | an | an | with | Features | Pull | Elastic | On/Off | Be | Convenient | to | the | Anywhere | Glove | In | loop | Allows | For | the | Access | the | hung | hole | While | Comfort | Side | create | ventilation | panels | Breathable | reinforced | longer | Added | Provide | Protection | fingers | Length | FInger | Yellow | Silkscreen | wg03 |,http://ca.starline.com/content/image/product/pp_18305.jpg,http://ca.starline.com/content/image/product/tn_18305.jpg,4C                         ,36,71,15.49,72,143,15.02,144,249,14.54,250,499,13.59,72,12,14,11,13,9.375,4,0,0.166666667
18306,WG03L,Mechanics Glove w/Open Cuff (L),,,2012,N,China,N,3,"The loop hole in the cuff allows the glove to be hung anywhere for convenient access. , Made of synthetic leather and spandex., Breathable finger side panels provide ventilation and comfort while the longer cuff length and reinforced fingers create added protection., Features an easy pull on/off design with an elastic cuff.,",Polybag,$55.00(G),Yellow,"Silkscreen, Geo-Panel","1""h x 1""w ",Silkscreen,Top (Both Gloves),1,1,Safety | Hand | 18306 | WG03L | (L | Glove | Mechanics | cuff | w/Open | Tools | work | Gloves | 18306;WG03L | synthetic | spandex | Leather | of | and | Made | Features | an | Elastic | with | On/Off | an | Easy | Design | Pull | hole | Access | Anywhere | For | Be | to | Allows | the | Convenient | the | loop | In | the | hung | Added | Comfort | panels | Breathable | ventilation | Side | While | Length | Provide | fingers | FInger | reinforced | Protection | longer | create | Yellow | Silkscreen | wg03 |,http://ca.starline.com/content/image/product/pp_18306.jpg,http://ca.starline.com/content/image/product/tn_18306.jpg,4C                         ,36,71,15.49,72,143,15.02,144,249,14.54,250,499,13.59,72,13,14,10,13,9.375,4,0,0.180555556
18307,WG03XL,Mecahics Glove w/Open Cuff (XL),,,2012,N,China,N,3,"Breathable finger side panels provide ventilation and comfort while the longer cuff length and reinforced fingers create added protection., Features an easy pull on/off design with an elastic cuff., The loop hole in the cuff allows the glove to be hung anywhere for convenient access. , Made of synthetic leather and spandex. ,",Polybag,$55.00(G),Yellow,"Silkscreen, Geo-Panel","1""h x 1""w ",Silkscreen,Top (Both Gloves),1,1,Safety | Hand | 18307 | WG03XL | (XL | Glove | w/Open | cuff | Mecahics | Tools | work | Gloves | 18307;WG03XL | synthetic | Leather | of | Made | spandex | and | On/Off | an | with | Easy | Features | an | Elastic | Design | Pull | hole | Allows | Be | Anywhere | to | hung | For | the | In | the | the | Access | Convenient | loop | Protection | longer | reinforced | Comfort | FInger | Side | ventilation | Added | While | Provide | panels | Breathable | fingers | create | Length | Yellow | Silkscreen |,http://ca.starline.com/content/image/product/pp_18307.jpg,http://ca.starline.com/content/image/product/tn_18307.jpg,4C                         ,36,71,15.49,72,143,15.02,144,249,14.54,250,499,13.59,72,13,14,10,13,9.375,4,0,0.180555556
18308,WG04XL,Cow Grain Mechanics Glove (XL),,,2012,N,China,N,3,"Breathable finger side panels provide ventilation and comfort. , These mechanics gloves have cow grain leather palm. , Reinforced fingers for added protection. , Secure fit is enhanced with a spandex back and elastic cuff with velcro closure. ,",Polybag,$55.00(G),Black,"Silkscreen, Geo-Panel","1""h x 2""w ",Silkscreen,Top (Both Gloves),1,2,Safety | Hand | 18308 | WG04XL | (XL | Grain | Cow | Mechanics | Glove | Tools | Gloves | work | 18308;WG04XL | These | Have | Leather | Palm | panels | Comfort | Breathable | and | Side | FInger | ventilation | Provide | Velcro | closure | spandex | a | with | is | cuff | secure | with | Enhanced | back | fit | Elastic | For | reinforced | Protection | fingers | Added | Black | Silkscreen | wg04 |,http://ca.starline.com/content/image/product/pp_18308.jpg,http://ca.starline.com/content/image/product/tn_18308.jpg,4C                         ,24,47,20.99,48,95,20.32,96,243,19.64,244,499,18.29,72,17,16,11,14,9.125,4.375,0,0.236111111
18309,WG04L,Cow Grain Mechanics Glove,Safety,Hand Protection,2012,N,China,N,3,"These mechanics gloves have cow grain leather palm., Reinforced fingers for added protection. , Breathable finger side panels provide ventilation and comfort., Secure fit is enhanced with a spandex back and elastic cuff with velcro closure., Available in two sizes (L, XL),","Bulk, pairs clipped together",$55.00(G),Black,"Geo-Panel, Silkscreen","1""h x 2""w ",Silkscreen,Top (Both Gloves),1,2,Geo-Panel | WG04XL | 18308 | Safety | Hand | Two | available | In | sizes | XL | 18309 | WG04L | Cow | Glove | (L | Grain | Mechanics | Tools | Gloves | work | 18309;WG04L | Have | Leather | These | Palm | and | Breathable | Side | FInger | panels | Comfort | Provide | ventilation | with | Enhanced | with | Elastic | Velcro | is | a | back | closure | secure | fit | spandex | cuff | Added | Protection | reinforced | For | fingers | Black | Silkscreen | wg04 |,http://ca.starline.com/content/image/product/pp_18309.jpg,http://ca.starline.com/content/image/product/tn_18309.jpg,4C                         ,24,47,20.99,48,95,20.32,96,243,19.64,244,499,18.29,72,15,16,11,14,9.125,4.375,0,0.208333333
18310,WG06L,Anti-Vibration Mechanics Glove,Safety,Hand Protection,2012,N,China,N,3,"Breathable finger side panels provide ventilation and comfort., Available in two sizes (L, XL), Secure fit is enhanced with a spandex back, a stretchy band beneath the knuckles and a neoprene strap with velcro cuff closure., Features a black synthetic padded palm, offering comfort and durability., Reinforced fingers for added protection. ,","Bulk, pairs clipped together",$55.00(G),Gray,"Geo-Panel, Silkscreen","1""h x 1 3/4""w ",Silkscreen,Top (Both Gloves),1,1.75,Geo-Panel | Safety | Hand | In | sizes | XL | available | Two | Digital | Laminate | Panel | WG06XL | 18311 | 18310 | WG06L | Glove | (L | Mechanics | Anti-Vibration | Tools | Gloves | work | 18310;WG06L | a | Comfort | Palm | Black | and | Durability | Padded | Features | offering | synthetic | panels | FInger | ventilation | Provide | Breathable | Side | is | Strap | with | closure | fit | spandex | band | back | Enhanced | Velcro | with | the | cuff | neoprene | secure | stretchy | beneath | knuckles | Protection | Added | fingers | For | reinforced | Gray | Silkscreen | wg06 |,http://ca.starline.com/content/image/product/pp_18310.jpg,http://ca.starline.com/content/image/product/tn_18310.jpg,4C                         ,24,47,21.79,48,95,21.09,96,243,20.39,244,499,18.99,72,15,15,12,18,9,4,0,0.208333333
18311,WG06XL,Anti-Vibration Mechanics Glove (XL),,,2012,N,China,N,3,"Features a black synthetic padded palm, offering comfort and durability., Breathable finger side panels provide ventilation and comfort., Reinforced fingers for added protection. , Secure fit is enhanced with a spandex back, a stretchy band beneath the knuckles and a neoprene strap with velcro cuff closure.,",Polybag,$55.00(G),Gray,"Silkscreen, Geo-Panel","1""h x 1 3/4""w ",Silkscreen,Top (Both Gloves),1,1.75,Safety | Hand | Geo-Panel | 18311 | WG06XL | (XL | Glove | Mechanics | Anti-Vibration | Tools | Gloves | work | 18311;WG06XL | Durability | synthetic | Palm | Padded | offering | a | Comfort | Features | Black | and | FInger | Side | Breathable | panels | ventilation | Provide | the | is | Enhanced | closure | neoprene | back | spandex | with | stretchy | fit | band | with | beneath | cuff | secure | knuckles | Strap | Velcro | Protection | reinforced | Added | For | fingers | Gray | Silkscreen | wg06 |,http://ca.starline.com/content/image/product/pp_18311.jpg,http://ca.starline.com/content/image/product/tn_18311.jpg,4C                         ,24,47,21.79,48,95,21.09,96,243,20.39,244,499,18.99,72,16,15,12,18,9,4,0,0.222222222
18312,WG05M,Thinsulate Mechanics Glove,Safety,Hand Protection,2012,N,China,N,3,"Lightweight and constructed with a 40g Thinsulate lining to keep your hands warm and dry., Features a high quality PU padded palm, offering comfort and durability., Secure fit is enhanced with a spandex back and velcro cuff closure., Reinforced PU knuckles for added protection. , Available in three sizes (M, L, XL),","Bulk, pairs clipped together",$55.00(G),Red,"Silkscreen, Geo-Panel","1""h x 2""w ",Silkscreen,Top (Both Gloves),1,2,Geo-Panel | wg05 | Safety | Hand | sizes | Three | available | In | XL | l | Glove | 18312 | WG05M | Gloves | Mechanics | (M | Thinsulate | Tools | work | 18312;WG05M | Quality | PU | Palm | Padded | High | Comfort | a | offering | and | Features | Durability | with | to | constructed | Keep | hands | Lightweight | Dry | your | warm | Lining | 40g | secure | back | Velcro | is | closure | spandex | fit | Enhanced | cuff | knuckles | Protection | reinforced | For | Added | Red | Silkscreen | WG05XL | WG05L | 18314 | 18313 |,http://ca.starline.com/content/image/product/pp_18312.jpg,http://ca.starline.com/content/image/product/tn_18312.jpg,4C                         ,24,47,28.19,48,95,27.29,96,243,26.39,244,499,24.59,72,17,16,10,25,9,4.25,0,0.236111111
18313,WG05L,Thinsulate Mechanics Gloves (L),,,2012,N,China,N,3,"Reinforced PU knuckles for added protection. , Lightweight and constructed with a 40g Thinsulate lining to keep your hands warm and dry., Secure fit is enhanced with a spandex back and velcro cuff closure., Features a high quality PU padded palm, offering comfort and durability.,",Polybag,$55.00(G),Red,"Silkscreen, Geo-Panel","1""h x 2""w ",Silkscreen,Top (Both Gloves),1,2,Safety | Hand | 18313 | WG05L | Mechanics | Thinsulate | (L | Gloves | Tools | work | 18313;WG05L | Durability | Features | a | Palm | Padded | Quality | Comfort | offering | PU | High | and | to | 40g | Keep | Lining | warm | constructed | hands | your | with | Dry | Lightweight | Velcro | cuff | is | secure | fit | closure | spandex | back | Enhanced | Added | knuckles | Protection | For | reinforced | Red | Silkscreen | wg05 |,http://ca.starline.com/content/image/product/pp_18313.jpg,http://ca.starline.com/content/image/product/tn_18313.jpg,4C                         ,24,47,28.19,48,95,27.29,96,243,26.39,244,499,24.59,72,18,15,10,25,9,4.25,0,0.25
18314,WG05XL,Thinsulate Mechanics Gloves (XL),,,2012,N,China,N,3,"Secure fit is enhanced with a spandex back and velcro cuff closure., Reinforced PU knuckles for added protection. , Lightweight and constructed with a 40g Thinsulate lining to keep your hands warm and dry. , Features a high quality PU padded palm, offering comfort and durability. ,",Polybag,$55.00(G),Red,"Geo-Panel, Silkscreen","1""h x 2""w ",Silkscreen,Top (Both Gloves),1,2,Safety | Hand | Geo-Panel | 18314 | WG05XL | Thinsulate | Gloves | Mechanics | (XL | Tools | work | 18314;WG05XL | offering | Durability | Padded | a | High | Features | Palm | Quality | PU | Comfort | and | Keep | Dry | 40g | hands | Lining | Lightweight | constructed | warm | your | to | with | spandex | cuff | back | Velcro | closure | secure | Enhanced | is | fit | For | Added | Protection | reinforced | knuckles | Red | Silkscreen | wg05 |,http://ca.starline.com/content/image/product/pp_18314.jpg,http://ca.starline.com/content/image/product/tn_18314.jpg,4C                         ,24,47,28.19,48,95,27.29,96,243,26.39,244,499,24.59,72,19,15,10,24,9,4.25,0,0.263888889
18315,WG012X,Mechanics Glove (XXL),,,2013,N,China,N,3,"Secure fit is enhanced with a spandex back and elastic cuff with velcro closure., Made of synthetic leather., Reinforced fingers for added protection., Breathable finger side panels provide ventilation and comfort.,",Polybag,$55.00(G),Blue,"Geo-Panel, Silkscreen","1""h x 2""w ",Silkscreen,Top (Both Gloves),1,2,18315 | WG012X | (XXL | Safety | Hand | Protection | 18315;WG012X | Leather | Made | synthetic | of | Provide | ventilation | panels | and | FInger | Side | Breathable | Comfort | Velcro | Elastic | is | back | fit | spandex | a | cuff | with | closure | with | secure | Enhanced | reinforced | Added | For | fingers | Blue | wg01 | Mechanics | Glove | XXL |,http://ca.starline.com/content/image/product/pp_18315.jpg,http://ca.starline.com/content/image/product/tn_18315.jpg,4C                         ,36,71,14.59,72,143,14.14,144,249,13.69,250,499,12.79,72,13,16,11,14,NULL,NULL,NULL,0.180555556
18400,MK100,Huntsman Multi-Knife,Tools,Knives,2014,N,China,N,3,"Perfect tool for any outdoorsman, featuring three blades.,  Includes a Nylon carry pouch, Includes drop point blade, field dressing blade with gut hook and a serrated blade,",Black Nylon Pouch,$55.00(G)/location,Camo,Laser Engraving," 3/16""h x 1 3/8""w ",Laser Engraving,Blade of Knife,0.1875,1.375,18400 | MK100 | Huntsman | Multi-Knife | Tools | Knives | 18400;MK100 | Tool | Perfect | blades | For | Three | Any | Featuring | outdoorsman | Blade | Hook | a | Blade | Drop | Serrated | Dressing | Includes | and | point | with | Blade | Field | gut | Carry | pouch | Nylon | Camo | Laser | Engraving |,http://ca.starline.com/content/image/product/pp_18400.jpg,http://ca.starline.com/content/image/product/tn_18400.jpg,4C                         ,18,35,25.19,36,71,24.39,72,143,23.59,144,249,21.99,40,25.6,12.99,11.81,7.09,1,1.25,4.5,0.64
18401,MK101,Badlands Survival Knife,Tools,Knives,2014,N,China,N,3,"The cord can hold up to 200lbs and can be split into 7 smaller durable strings that can be used for, tie-downs, anchoring, fishing line etc, Handle is wrapped in 5.9ft (1.8m) of para-cord for a unique comfortable grip, Light-weight full tang fixed blade, Para-cord is tough, durable and mildew resistant which makes it an outstanding choice for survival blades, Includes a Nylon sheath with plastic liner for your belt,",Black Nylon Pouch,$55.00(G)/location,Camo,Laser Engraving," 3/8""h x 1 1/4""w ",Laser Engraving,Blade of Knife,0.375,1.25,18401 | MK101 | Survival | Knife | Badlands | Tools | Knives | 18401;MK101 | Blade | Full | tang | Light-weight | fixed | Handle | of | Unique | Grip | Comfortable | In | is | Wrapped | para-cord | a | For | 5.9ft | (1.8m | and | Durable | choice | blades | Resistant | Which | an | it | Tough | Makes | outstanding | mildew | Smaller | Can | split | up | Fishing | 7 | Tie-Downs | anchoring | Cord | Be | 200lbs | Can | to | hold | Line | into | Can | the | That | Be | etc | used | strings | belt | Plastic | your | Includes | with | Sheath | Nylon | Liner | Camo | Engraving | Laser |,http://ca.starline.com/content/image/product/pp_18401.jpg,http://ca.starline.com/content/image/product/tn_18401.jpg,4C                         ,25,49,17.49,50,99,16.94,100,249,16.39,250,499,15.29,60,26.4,12,11.42,12,0.75,2.25,8.5,0.44
18402,MK102,Ghost Survival Knife,Tools,Knives,2014,N,China,N,3,"Full tang blade is stonewashed finished for improved corrosion resistance., Comes with a Nylon sheath lined with PVC., Wrapped in 7.21ft (2.2m) of para-cord which can support 200Lbs, and be split into 7 smaller durable strings that can be used for all types of survival applications such as; tie-downs, anchoring, fishing line, netting etc,",Black Nylon Pouch,$55.00(G)/location,Camo,Laser Engraving," 3/8""h x 1 1/4""w ",Laser Engraving,Blade of Knife,0.375,1.25,18402 | MK102 | Survival | Knife | Ghost | Tools | Knives | 18402;MK102 | is | improved | corrosion | Blade | For | Full | resistance | finished | tang | stonewashed | anchoring | Can | and | Fishing | Be | Smaller | In | Durable | Be | 7 | of | Line | Applications | 200lbs | etc | such | of | Tie-Downs | para-cord | netting | as | strings | Which | That | split | used | types | Support | All | Can | into | (2.2m | 7.21ft | Wrapped | a | Sheath | Comes | Lined | Nylon | with | PVC | with | Camo | Laser | Engraving |,http://ca.starline.com/content/image/product/pp_18402.jpg,http://ca.starline.com/content/image/product/tn_18402.jpg,4C                         ,25,49,21.79,50,99,21.09,100,249,20.39,250,499,18.99,60,28.6,14.96,12.6,11.81,0.75,2,9.5,0.476666667
