ACCTGUID,ADD1,ADD2,CITY,COMPANYNAME,DCACCTNO,EMAIL,FAX,PHONE,ST,URL,ZIP
86DE57B8-6698-4F57-BB75-BAD9C3D0065C,225 First Flight Drive,Suite 202,Auburn,Gweepromo,533030,info@gweepromo.com,2072415121,2073333750,ME,www.gweepromo.com,04210
A0FB3C2D-C7AE-11D3-896A-00105A7027AA,1425 Holland Rd.,Ste B.,Maumee,Haas-Jordan,100317,tblackmar@haas-jordan.com,4192438401,4192432189,OH,www.haas-jordan.com,43537
7B78CEFA-3E53-47FB-8182-F7085E945B5D,19 SCOUTING BLVD,,MEDFORD,Hampton Technologies,234949,Steve@HamptonTech.net,,8002291019,NY,www.PromoStamp.com,11763-2220
04366438-5400-42AA-B812-F7FA6B93AB50,"1420 S. 4800 W., Suite A",,Salt Lake City,HandStands,133324,conie@handstandspromo.com,8017271440,8017271400,UT,www.HandStandspromo.com,84104
23E76471-E37F-44A5-946B-BAF278DC526E,2090 DEL RIO WAY,,ONTARIO,Handy Industries,207367,sales@handyproducts.com,9099309108,9099309868,CA,www.handyproducts.com,91761-8037
A0FB3D0D-C7AE-11D3-896A-00105A7027AA,PO BOX 503,,HANOVER,Hanover Pen Corporation (HPC Global),100094,laurayingling@hpcglobal.com,8005287926,7176376681,PA,www.hpcglobal.com,17331-0503
E014F1BB-C9AB-4E7C-B665-D0C15613254D,4045 JOHN ALLYSON DR,,CUMMING,Happy Balls,194334,mail@happyballs.com,8884277967,8884277967,GA,www.happyballs.com,30040-5161
2B503BCD-79A7-4C1B-8A6E-9E67212E6115,1100 Classic Rd,,Apex,"Haws® USA, Inc",185246,sales@hawsusa.com,,9192673231,NC,http://www.hawsusa.com,27539
1549B0F7-3E8A-4E90-A10D-C32DD0880BA1,2189 Montevue Ln.,,FREDERICK,Headwear USA,158673,hmd@headwear-usa.com,8883655054,8888720872,MD,www.headwear-usa.com,21702
A0FB395E-C7AE-11D3-896A-00105A7027AA,6250 N IRWINDALE AVE,,IRWINDALE,High Caliber Line,100652,info@highcaliberline.com,6269694661,6269694660,CA,www.highcaliberline.com,91702-3208
C680F5C5-F6B8-42B0-AE56-C8017CBF8792,2513 E. Loop 820 North,,Fort Worth,"Hightech Grafix, Inc",499979,sales@hightechgrafix.com,,8552706534,TX,www.hightechgrafix.com,76118
A0FB3C34-C7AE-11D3-896A-00105A7027AA,15800 WATER OAK CT,Suite 114,PUNTA GORDA,Hilasal / Fashion Towel Imports,100366,kitty.gearhart@hilasal.com,3056299750,3056299332,FL,www.hilasal.com,33982-8615
341623CA-6D95-4342-AFAE-8D889A9B86E8,5121 Ashbrook Dr,,HOUSTON,Hirsch Gift,112242,info@hirschgift.com,7136664142,7136669800,TX,www.hirschgift.com,77081-2936
A0FB3829-C7AE-11D3-896A-00105A7027AA,7150 Bryan Dairy Road,,Largo,Hit Promotional Products,100285,Hitrequest@Hitpromo.net,7273294374,7275415561,FL,www.hitpromo.net,33777
A0FB380F-C7AE-11D3-896A-00105A7027AA,PO BOX 4489,(2633 Campbell Road),SIDNEY,"Holloway Sportswear, Inc.",100103,Orders@Hollowayusa.com,9374978080,8003315156,OH,www.hollowayusa.com,45365-4489
DFA8DBAF-D810-42EC-A411-1B4899335099,10 Mechanic St,Suite 240,Red Bank,HomingPIN,698420,denise@homingpin.com,,7328527120,NJ,,07701
D709BB9D-12FC-4A85-AC29-5EEBDBE4A24B,5351 E THOMPSON RD,,INDIANAPOLIS,"Horizon Bags, LLC",310770,aredmon@horizonbags.com,,3179474825,IN,www.horizonbags.com,46237-4094
A0FB3C38-C7AE-11D3-896A-00105A7027AA,213 CANDY LN,,BOONE,Hospitality Mints,100393,mints@hospitalitymints.com,8282646933,8282643045,NC,,28607-6713
FF7F4357-45F6-4BFA-A110-F1D2EDD6730C,1077 Innovation Ave. #109,,North Port,Hot Sauce Harry's Inc.,119698,pl@hotsauceharrys.com,9414237979,8005888979,FL,www.hotsauceharrys.com,34289-9345
A0FB3D8F-C7AE-11D3-896A-00105A7027AA,345 PLATO BLVD E,,SAINT PAUL,Hotline Products,100996,customerservice@hotlineproducts.com,6512937374,8002252114,MN,www.hotlineproducts.com,55107-1211
A0FB382A-C7AE-11D3-896A-00105A7027AA,860 E MAIN AVE,,ZEELAND,Howard Miller Co.,100292,creiffers@howardmiller.com,6167721670,6167729131,MI,http://specialmarkets.howardmiller.com,49464-1300
A0FB3C3B-C7AE-11D3-896A-00105A7027AA,PO BOX 276,(28W020 Commercial Avenue -60010),BARRINGTON,HOWW Manufacturing Co. Inc.,100413,info@howw.com,8473824383,8002234699,IL,www.howw.com,60011-0276
3C1F22BA-DE40-41F8-84A0-F6566516DBCE,37444 Sycamore St #5,,Newark,HSG Safety Supplies,517076,harry@hsgsafety.com,,5105059870,CA,,94560
A0FB3D90-C7AE-11D3-896A-00105A7027AA,1525 WASHINGTON ST STE 1,,BRAINTREE,Hub Pen Company,101002,hub@hubpen.com,7815355555,7815355500,MA,www.hubpen.com,02184-7533
FB314DEC-22CC-43F1-BFF0-248EB5D8E5FE,21430 N 15th Ln,Suite 126,PHOENIX,Huffermen,163206,sales@huffermen.com,6233769348,6233769347,AZ,www.huffermen.com,85027-1397
6F6B75C4-B1D6-4CFA-A92F-6FFC0E4B5711,405 S DALE MABRY HWY # 243,,TAMPA,iceTECH,243773,serge@icetechusa.com,,5035770449,FL,www.icetechusa.com,33609-2820
A0FB3D0C-C7AE-11D3-896A-00105A7027AA,7145 BOONE AVE N STE 100,,BROOKLYN PARK,ID Line | Halls & Company,100087,central@idline.com,8007790450,8007795612,MN,www.idline.com,55428-1556
A0FB39C9-C7AE-11D3-896A-00105A7027AA,20510 Earlgate St,,Walnut,"Idea International, Inc.",101394,sales@acuraline.net,9094680172,9094680132,CA,www.acuraline.net,91789-2909
A0FB37BC-C7AE-11D3-896A-00105A7027AA,3176 Pullman St #109,,Costa Mesa,Ideamax,101303,eugene@microclean.net,,9497540960,CA,,92626
264EA0C0-CF7B-4B1C-B7B8-3D4D585CE20B,433 Danna Joelle,,Schenectady,Ideasmart,480852,ideasmart88@gmail.com,,5182271678,NY,www.ideasmartpromos.com,12303
A0FB39CA-C7AE-11D3-896A-00105A7027AA,1555 HIGH POINT DR,,MESQUITE,"Identification Plates, Inc.",101400,sales@idplates.com,9722161555,8003952570,TX,,75149-9009
EAF2F31D-A779-40E2-9738-8A24293274C6,500 S. Kramer,#185,Brea,Idol Memory,462110,sales@idolmemory.com,,8885058088,CA,www.idolmemory.com,92821
A0FB3D0E-C7AE-11D3-896A-00105A7027AA,450 BUNKER CT,,VERNON HILLS,Illini,100101,info@illiniline.com,8475490352,8475490321,IL,www.illiniline.com,60061-1831
952D56C0-A6DC-4160-AB2B-1EB6E3095509,650 Anthony Trail,,NORTHBROOK,Illinois Glove Company,104073,jay@honestabegloves.com,8472917722,8472911700,IL,www.honestabegloves.com,60062-1830
4BE4500C-A911-4FF5-BB7F-4BE3C6BA98A2,1520 W. B St.,,Joplin,"Images in Tile USA, Inc.",538289,Matt@ImagesInTile.com,,4172060252,MO,www.ImagesInTile.com,64801
27D616F6-D963-46B6-9371-FE641D1011D9,3115 SE GRAN PKWY,,STUART,Impact Action Golf Co.,120648,rich@impactaction.com,7722830799,8005777786,FL,impactaction.com,34997-6701
2ED9AD30-2369-4543-BB1A-E3B5E3FC44A8,2706 S. Nelson St,,Arlington,imprintID,499285,sales@imprintid.com,7039918087,8773857785,VA,www.imprintid.com,22206
9CF15A0F-4312-4A95-9A61-8805FCC3E67B,3200 Commander Dr,Suite 100,CARROLLTON,In Your Face Apparel,160232,meggan@inyourfaceapparel.com,9722679460,9722679450,TX,www.inyourfaceapparel.com,75006-2573
8EB847E0-77B6-40C7-A45F-F26FA0DB1BF1,418B ROBERTS RD,,CHESTERTON,INDICUSBAG,119743,main@indicusbag.com,8888684495,2193958311,IN,www.indicusbag.com,46304-1555
BFAAA61D-4188-4E7C-858C-28F8F21A8449,1150 W BRIARDALE AVE STE D,Suite D,ORANGE,"InnoPackUSA, Inc.",188943,sahara@innopackusa.com,7146377481,8007330338,CA,www.innopackusa.com,92865-4151
A0FB3D0F-C7AE-11D3-896A-00105A7027AA,11869 TEALE ST,,CULVER CITY,Innovation Line,100108,orders@innovation-line.com,3103905793,8004214445,CA,www.innovation-line.com,90230-7700
6C88412B-8D51-499D-85AB-5D61837CFF82,7 CHAMBER DR,,WASHINGTON,Innovations by Magnet LLC,305167,contactus@themagnetgroup.com,6362394480,6362395661,MO,www.themagnetgroup.com,63090-5258
E5AB1CD0-BC0B-4459-BEE1-27FB1BF27B10,PO Box 1719,,Cary,Innovative Adhesive LLC,481200,gban@innovativeadhesives.com,,9196945142,NC,innovativeadhesives.com,27512
56E47F6C-C4DC-4430-A830-4F8C3AC756EB,37 Devon Rd,,Delmar,Interall Group,480316,jennifer@interallgroup.com,,5186890551,NY,www.interallgroup.com,12054
A0FB3D95-C7AE-11D3-896A-00105A7027AA,10318 Norris Avenue,,Pacoima,International Merchandise Concepts/IMC,101037,djames@imc-miracles.com,8188792811,8188792800,CA,www.imc-miracles.com,91331
0BF3A7D9-98DA-4560-85FD-81D8E8A37568,11712 Moorpark Street,Ste 101,Studio City,IPlus USB,269220,sales@iplususb.com,,8185080900,CA,www.iplususb.com,91604
A0FB3C44-C7AE-11D3-896A-00105A7027AA,225 GAP WAY,,ERLANGER,J Charles Crystalworks Inc.,100476,customerservice@jcharles.com,8008064808,8776816155,KY,www.jcharles.com,41018-3130
58B2C41F-89E7-4B0D-9609-A2557C281DB8,44235 NOBEL DR,,FREMONT,"JAC Technology, LLC",199506,markh@jacmemory.com,,5106519115,CA,www.jacmemory.com,94538-3178
A0FB3C46-C7AE-11D3-896A-00105A7027AA,325 N JACKSON AVE,,MASON CITY,"Jay Plastics, Inc.",100490,alisha@jayplastics.com,6414235935,6414231837,IA,www.jayplastics.com,50401-2626
EA0882C0-0622-4583-AC1E-FB30B634C214,202 HYATT ST,,GAFFNEY,Jetline,120402,orders@jetlinepromo.com,8647521417,8647613200,SC,jetlinepromo.com,29341-1559
BD8FF066-2D9F-462B-9A02-477A5CEDA0E9,1160 Millers Lane,,Virginia Beach,Jody's Gourmet Popcorn Inc.,510059,jody@jodyspopcorn.com,,7574228646,VA,www.jodyspopcorn.com,23451
A0FB3C48-C7AE-11D3-896A-00105A7027AA,382 Route 59 Bldg.#352,,MONSEY,"Jomar Industries, Inc.",100504,teeline123@aol.com,8453575119,8453575773,NY,www.teeline.com,10952
A0FB39D0-C7AE-11D3-896A-00105A7027AA,652 GLENBROOK RD STE 8-201,Bldg 8-2,STAMFORD,Jornik Manufacturing Corp.,101436,sales@jornik.com,2033588623,2039690500,CT,www.jornik.com,06906-1424
A0FB3D59-C7AE-11D3-896A-00105A7027AA,1010 TIMEPLANNER DR,,CHARLOTTE,Journalbooks/Timeplanner,100621,sales@journalbooks.com,,,NC,www.journalbooks.com,28206
A0FB37D1-C7AE-11D3-896A-00105A7027AA,994 4TH AVE,,BROOKLYN,K-Poster/Details,101440,jeff@k-poster.com,7187686646,7187680808,NY,www.k-poster.com,11232-2906
A0FB3B01-C7AE-11D3-896A-00105A7027AA,6102 SKYLINE DR STE F,,HOUSTON,Kati Sportcap,100017,orders@katisportcap.com,7139774928,7139774929,TX,,77057-7000
D03FE249-BABC-45EE-9686-A0B0DD241718,1921 E. 68th Ave,,Denver,KD Kanopy,485935,maranda@kdkanopy.com,,3036501310,CO,,20229
DF845995-4905-4FAE-8DD4-7E2CC8A67431,22889 Lockness Ave.,,Torrance,Kenny Products Inc.,586162,sales@kennyproducts.com,3102171048,18003315818,CA,www.kennyproducts.com,90501
30DA8E7E-E7A4-4ED0-AFE3-1A1AFDD11EAA,9673 Sw Tualatin Sherwood Rd,,Tualatin,Keyscaper,500310,marcus@keyscaper.com,,5036129974,OR,http://www.strategicmfg.com/promotional-products-division/,97062
26F23CD6-DF76-404E-BBF1-36C1BCADAAC2,588 West Idaho,Suite 200,Boise,Koolgator,238372,info@koolgator.com,2089658514,2083422535,ID,www.koolgator.com,83702
ADDFC809-56B4-4C0C-84F6-5639D36451C7,69 W. Main Street,,Bergenfield,Kronex Global,311098,andrew@kronexglobal.com,,8458392067,NJ,www.kronexglobal.com,07621
A0FB3C4E-C7AE-11D3-896A-00105A7027AA,25655 SPRINGBROOK AVE STE 3C,Suite 3C,SANTA CLARITA,Kross Inc.,100546,kross-bobjames@msn.com,6612846931,8004563699,CA,www.krossinc.com,91350-2520
688A7592-DEE7-4B6E-9A5C-83BD58C3F899,10415A WESTPARK DR,,HOUSTON,KTI Promo,122194,sales@ktipromo.com,7132663893,7132663891,TX,www.ktipromo.com,77042-5314
2E7B47E1-5E3F-4950-B618-AE080FA53279,"28035 Dorothy Drive, Suite 202A",,Agoura Hill,L and L Promos,506050,sales@landlpromos.biz,8057253188,8057289663,CA,www.landlpromos.biz,91301
A0FB3B0A-C7AE-11D3-896A-00105A7027AA,301 S 74TH ST,,OMAHA,Lancer Label,100071,orderdesk@lancerlabel.com,8003449456,,NE,www.lancerlabel.com,68114-4610
A0FB3D17-C7AE-11D3-896A-00105A7027AA,2905 Veterans Memorial Hwy,Suite 3,Ronkonkoma,Lanco Corp.,100164,orders@lancopromo.com,6312312731,6312312300,NY,www.lancopromo.com,11779
9875148D-35CA-442D-AB7C-A7F3F550E750,98 GLENWOOD ST,,MORGAN CITY,"LAPCO Manufacturing, Inc.",266986,tgiroir@lapco.com,9853845081,9853855380,LA,www.lapco.com,70380-2317
A0FB3D94-C7AE-11D3-896A-00105A7027AA,1124 W 5TH ST,,WINONA,LarLu,101030,orders@larlu.com,8009445977,8005338052,MN,www.larlu.com,55987-5307
A0FB39DF-C7AE-11D3-896A-00105A7027AA,10043 PEACH ST,,GIRARD,Laser Creations By Identification Systems,101526,scott@lasercreations.com,8147748448,8147749656,PA,www.lasercreations.com,16417-9205
66B55C86-8B63-41A6-8C84-E3AE1279844F,6608 White Bluff Rd #36,,Savannah,Laser Light Engraving,476646,sales@laserlighteng.com,9123552008,9123552001,GA,laserlightengraving.com,31405
1BA76D51-82F5-4D27-9EF3-94BF0F24EC05,18685 E PLAZA DR,,PARKER,Leashables - Oralab,157141,wecare@oralabs.com,3037835759,3037839499,CO,,80134-9061
A0FB382C-C7AE-11D3-896A-00105A7027AA,400 HUNT VALLEY RD,,NEW KENSINGTON,Leed's / Leeds,100306,customerservice@leedsworld.com,8008606661,8008601555,PA,www.leedsworld.com,15068-7059
0F4118FC-EACC-4E7B-92D1-65F87F2F0656,5860 Len Thompson Drive,,Lacombe,Len Thompson,501239,jess@lenthompson.com,,4037823528,AB,www.lenthompson.com,T4L 1E7
03C146D0-2F5D-4053-8EDB-5888B05F4996,PO BOX 18015,30 Davids Drive,HAUPPAUGE,Liqui-Mark Corp.,163250,info@liquimark.com,6312364334,6312364333,NY,www.liquimarkpromo.com,11788-8815
F1BAC1A1-EC82-47CF-B25A-4E0D6368460F,PO Box 154063,,Scottsdale,"Liquid Assets Bottled Water, Inc",417851,jim@logoh2o.com,4809226866,4804430907,AZ,www.logoh2o.com,85267
A77A486E-2548-43E2-9074-DC928D64E5AF,"6030 Marshalee Drive, Suite 265",,Elkridge,Little Black Dress Promotions (LBD Promos),430390,cs@lbdpromos.com,4437531500,4432925600,MD,www.lbdpromos.com,21075
F9C66D0C-ACAD-46EA-9F50-1EBAC9D7F13B,1729 S DAVIS RD,,LAGRANGE,"Logo Mats, LLC",146909,sales@logomatsllc.com,7068825277,7068844644,GA,www.logomatsllc.com,30241-6172
6AFCA7E3-A2DA-4CEB-9F3E-924C6142A9C5,150 Bud-Mil Dr,,Buffalo,LogoLinens,467444,rick@logolinens.com,,8668410184,NY,,14206
A0FB3D96-C7AE-11D3-896A-00105A7027AA,1201 BELL AVE,,TUSTIN,"Logomark, Inc.",101044,orders@logomark.com,7146756111,8007894438,CA,www.logomark.com,92780-6420
928D2856-3C2F-4856-8198-2FBF4F357C42,PO Box 7127,,Naples,Loksak,515482,promo@loksak.com,,2393315550,FL,www.loksak.com,34101
ED58F9ED-2218-4944-8312-4FBDF633D989,2350B NW 71st Place,,Gainesville,Luna Logo,622246,art@lunglogo.com,,3522253239,FL,www.lunalogo.com,32653
2E142E45-5F8A-4F90-B1FE-7DDB04F5B800,3439 SW DICKINSON ST,,PORTLAND,LutzCo,323168,orders@lutzco.net,5038289829,5034458095,OR,www.lutzco.net,97219-7555
5E83C4D6-C72B-4928-9868-A98B97F77E7A,516 Pasadena Drive,,Magnolila,M Halperin Co,551872,mhalperinco@outlook.com,,8566171657,NJ,www.fxpowerpoint.com,08049
BC08678E-2988-42A8-8654-890273FC5405,2934 N BEVERLY GLEN CIR,#700,LOS ANGELES,MagiCubes,256939,ron.friedman@magicubes.com,,8183015312,CA,MagiCubes.com,90077-1724
8FB04EC6-5CC3-432F-9F40-757C829B4CAF,512 Newsome Rd.,,King,Magnet America,468674,jbyrum@magnetamerica.com,,3369852060,NC,www.magnetamerica.com,27021
A0FB382D-C7AE-11D3-896A-00105A7027AA,7 CHAMBER DR,,WASHINGTON,Magnet LLC,100313,contactus@themagnetgroup.com,6362394480,8004589457,MO,www.themagnetgroup.com,63090-5258
2BA99EB9-BD70-4A4B-BD85-340186569DA7,501Prospect Street,Suite 101,Lakewood,Magnets In Print,495094,sales@magnetsinprint.com,,7327195888,NJ,www.magnetsinprint.com,08701
19D4BD4A-6801-48C8-B6EF-B8B8F610E3E4,1807 Mohle Dr,,Austin,"Magnolia Creations, LLC",510022,ty@magnoco.com,,5127771141,TX,,78703
A0FB3869-C7AE-11D3-896A-00105A7027AA,320 S SAN MARINO AVE,,SAN GABRIEL,Manufacturers Direct Sales Inc,100727,Orders@mds123.com,6262853099,6262863307,CA,www.mds123.com,91776-1320
A0FB3D9A-C7AE-11D3-896A-00105A7027AA,975 S PARK VIEW CIR,975 S. Park View Circle,MOSINEE,"Maple Ridge Farms, Inc.",101072,marketing@mapleridge.com,7156934600,,WI,www.mapleridge.com,54455-8247
334A37B2-AA7F-473E-B823-FE9B7F8E9FF0,420 E 3rd ST STE 607,,Los Angeles,Massive Promos Inc,575541,info@massivepromos.com,2132609322,2134261083,CA,www.massivepromos.com,90013
94CC2546-0569-4123-BA93-A0B9888AA2E9,4447 W Cortland St,,Chicago,McKlein,155423,csaetia@mckleincompany.com,,7732350600,IL,www.mckleinusa.com,60639
2C40DC98-C994-42B8-B663-0F88A0F434CC,9C COMMERCE CIR,,DURHAM,"Mediagraphics.com, Inc",277069,support@mediagraphics.com,,2034047233,CT,www.mediagraphics.com,06422-1020
A0FB38DE-C7AE-11D3-896A-00105A7027AA,77 E HALSEY RD,,PARSIPPANY,MediaTree / Plastic Works,101519,nribaudo@mediatreegroup.com,9737811071,8004758703,NJ,www.mediatreegroup.com,07054-3714
A0FB39F3-C7AE-11D3-896A-00105A7027AA,150 HORIZON DR,,VERONA,Meetings Direct,101646,sales@meetingsdirect.com,8885736600,8002163293,WI,,53593-1234
3076A4CF-78B0-4259-9A47-D94937A6446D,1705 JOHNSON INDUSTRIAL DR,,EXCELSIOR SPRINGS,Megafast,117874,sales@megafastline.com,8883352311,8166379367,MO,www.megafastline.com,64024-3021
A0FB3D20-C7AE-11D3-896A-00105A7027AA,4843 VICTOR ST,,JACKSONVILLE,Mercury Luggage Manufacturing Company,100227,rpradella@mercuryluggage.com,9047339671,9047330776,FL,www.mercuryluggage.com,32207-7978
A0FB39F5-C7AE-11D3-896A-00105A7027AA,999 South Oyster Bay Rd,bldg 500,Bethpage,MidNite Snax,101658,margaret@midnitesnax.com,5167463117,5167463115,NY,midnitesnax.com,11714
E18FBB29-23E0-49B7-BF9D-4E2E5AA5DE74,120 Great Gulf Drive,,"Concord, On",Milestone Recognition,517072,bob@milestonerecognition.com,,8666609341,,www.milestonerecognition.com,L4K5W1
4ED90163-B445-4DC9-A275-36FFE6726079,PO BOX 370,PO Box 370,PETERSBURG,"Mineral Springs Custom Labels, Inc.",105884,info@mineralsprings.com,8146691922,8146694203,PA,www.mineralsprings.com,16669-0370
28F6C934-2D95-4831-9EDF-3F158BF4166F,1580 STANDING RIDGE DR,,POWHATAN,MJ International Corp.,237822,michaelw@mjintl.com,8043787232,8043783638,VA,www.mjipromotions.com,23139-8051
CF61DC48-9B41-4A13-AD95-3AA2D7F82201,3303 E Ferry AVE,,SPOKANE,MMI INTERNATIONAL TRADE (mmi line),179086,info@mmiline.com,5095322076,5095322073,WA,www.mmiline.com,99202
A0FB3818-C7AE-11D3-896A-00105A7027AA,1000 INDUSTRIAL BLVD,1000 Industrial Blvd.,ALIQUIPPA,"Moderne Glass Co., Inc. / Glass America",100166,cservice@mglass.com,8006358098,8006455131,PA,www.glassamerica.com,15001-4871
4DA33648-D0C0-4D96-8D24-54DD83F677B2,P.O. Box 576,,AKWESASNE,Mohawk Line,319592,supplier@mohawkprinting.com,5183853334,5183583333,NY,,13655-3118
BC4B5803-E3F6-43E8-8A59-0A2F045FC2D8,65 SCHOOL ST,,QUINCY,Mojo Magnets,124916,custom@fridgedoormail.com,6178018026,6177707913,MA,mojomagnets.com,02169-6636
0B5817BF-5AF0-48B2-A81C-F6D88AA0EA18,10225 SW MELNORE ST,,PORTLAND,Money Mania,120096,art@ccmoneyman.com,5032922178,5032038131,OR,www.ccmoneyman.com,97225-4356
A0FB3D9D-C7AE-11D3-896A-00105A7027AA,125 HIGH ST,,COCHRANTON,"Morco, Inc.",101093,bob@morcoline.com,8144257119,8144257476,PA,www.morcoline.com,16314-8611
A0FB3873-C7AE-11D3-896A-00105A7027AA,14428 167th Avenue SE,,MONROE,Morris Magnets,100796,jeff@morrismagnets.com,3608638191,3608638141,WA,www.lasercutsline.com,98272
908CAFFE-E6DB-40FF-8324-9B491B0B4DF4,2613 E DIETZEN DR,,APPLETON,Motto Inc,293447,rob@mottoinc.com,,9203649544,WI,www.mottoinc.com,54915-6642
F01BB251-B37F-4CC5-BB45-3B29F2B60BBD,27525 Puerta Real  Suite 100,,MISSION VIEJO,"MSL Line, Inc.",146809,Hayley@mslline.com,9493471938,9493471935,CA,,92691-8530
99DD9642-9924-4252-BD66-0046F04276DE,8154 Peninsula Circle,,Grand Blanc,My Flash Wrap,586309,info@myflashwrap.com,,,MI,www.myflashwrap.com,48439
79C01DA1-0ABA-4EA7-AF3E-537B7211F7DD,"9771 Clairemont Mesa Blvd., Suite D",,SAN DIEGO,Nationwide Promotions LLC,151150,orders@nwpromos.com,8007485988,8003672523,CA,www.nwpromos.com,92124
D721D33B-69E0-48DB-AF87-9D6DD51CE80D,"1096 N 450 W, #101",,Springville,Natural Trends,189889,Sales@naturaltrends.com,8012214755,8007539591,UT,www.naturaltrends.com,84663
A0FB3C64-C7AE-11D3-896A-00105A7027AA,179 ROYMAR RD STE C,,OCEANSIDE,"Neet Feet, Inc.",100696,john@neetfeet.com,7607219457,7607211944,CA,www.neetfeet.com,92058-1302
6FDE14B6-B54B-483C-9B09-0ED283711660,PO BOX 310,,SHELBYVILLE,Next Products,135015,rlsullivan@nextpromotions.com,8666486398,3173981759,IN,www.nextpromotions.com,46176-0310
7F2373EE-4830-44D3-949F-EA6B0792B0FD,1915 S BON VIEW AVE,,ONTARIO,Nissin Cap,152219,ROGERT@NISSINCAP.COM,9099234799,8005488444206,CA,www.nissincap.com,91761-5504
B6E57699-7A0D-467B-AD18-25D2EADEA95D,PO Box 9042,,Chicago,"North Branch Trading, LLC (Flagmaster)",462374,info@flagmaster.org,,8008773349,IL,WWW.flagmaster.org,60609
3632A611-CA34-4C9B-AC6B-354B07552F51,16425 W North Ave.,,Brookfield,Northern Light Recognition,269636,sales@mynlr.com,2627964354,,WI,www.mynlr.com,53005
BF4B9042-963C-48B5-AC17-7B4081DE16D8,5151 Moundview Drive,,Red Wing,Norwood® by BIC® Graphic,132819,customerservice@norwood.com,8007702012,8776679663,MN,www.norwood.com,55066
A0FB387D-C7AE-11D3-896A-00105A7027AA,21005 OBRIEN RD,,GROVELAND,Novelty Crystal Corp.,100866,ed@noveltycrystal.com,3524299039,3524299036,FL,http://www.nccpromotional.com/#,34736-9590
EE6BD60E-9CC2-44F9-ADCC-BBCFF7DBD70F,11697 CHESTERDALE RD,,CINCINNATI,Nu Promo International,213006,sales@nupromoline.com,8662074427,5137820168,OH,www.nupromoline.com,45246-3917
A0FB3D15-C7AE-11D3-896A-00105A7027AA,1072 E HIGHWAY 175,,KAUFMAN,Numo Manufacturing,100150,info@numomfg.com,8665426775,8002530434,TX,www.numomfg.com,75142-3560
360423A1-A27E-4E21-8711-45D385D51881,1041 W 18th St.,Suite A-207,Costa Mesa,NVS Promo Designs,447039,nate@nvspromo.com,9492720545,8775033533,CA,www.nvspromo.com,92627
1403BEF4-E363-4C51-A7FF-5FABB3395D94,3303 Hampton Crossing,,St.Charles,O&S Supply,403528,services@oslinepromo.com,6367248855,6367248881,MO,www.oslinepromo.com,63303
BA27E2F8-1716-44E0-8118-404E2E158F68,329 NEW BRUNSWICK AVE,,RAHWAY,Omega HTC,141965,gbennett@omegahtc.com,4073595028,4073595888,NJ,,07065-2928
17D8A274-20C7-49AC-B08B-57D29CD57C5D,13500 15TH ST,,GRANDVIEW,Omni Apparel Inc. (Zorrel),215089,craig.w@omniapparelinc.com,,8167655212,MO,,64030-3082
C649EFD6-CA50-471F-AE84-6C4E25DF864D,192 Ulysses St,,Simi Valley,One Blue Design,554590,Inquiry@onebluedesign.com,,8183386156,CA,,93065
2F157591-A0AC-4D6F-9A21-91B7ECE63E86,5301 Old Baumgartner Rd,,St.Louis,One29Promo,465322,tboone@one29promo.com,3144874724,3144874557,MO,www.one29promo.com,63129
A0FB3880-C7AE-11D3-896A-00105A7027AA,245 FISCHER AVE STE D3,Unit D-3,COSTA MESA,Openers Plus,100887,Jim@openersplus.com,7144321957,7144321951,CA,www.openersplus.com,92626-4539
A0FB382F-C7AE-11D3-896A-00105A7027AA,3550 JURUPA ST STE A,,ONTARIO,"Otto International, Inc.",100327,mail@ottocap.com,9099371916,8008268903,CA,www.ottocap.com,91761-2946
C297D08A-A6F1-427B-BBC9-D347F4754841,1201 W. Mansfield Ave,,Englewood,Ouray Sportswear,462336,bradw@ouraysportswear.com,,3037894035,CO,,80110
A0FB3C6D-C7AE-11D3-896A-00105A7027AA,469 FASHION AVE,12th Floor,NEW YORK,"Paper Promotions, Inc.",100759,info@paperpromotions.com,,2123389200,NY,www.PromoShave.com,10018-8739
A0FB3D2D-C7AE-11D3-896A-00105A7027AA,3807 KING AVE,,CLEVELAND,Par One Golf Specialties,100318,orders@par-one.com,2168817582,8007527618,OH,www.par-one.com,44114-3727
E0EBDA81-6F13-49A4-A4D8-05B9BE711ECE,15681 N Cave Creek Road #5,,Phoenix,Paradise Rush,469123,orders@paradiserush.com,6028887213,8662419619,AZ,,85032
A0FB3C6F-C7AE-11D3-896A-00105A7027AA,PO BOX 98,#1 Paramount Drive,BOURBON,"Paramount Apparel International, Inc.",100772,jrohrer@paifashion.com,8662748725,8662744287,MO,www.paramountapparel.com,65441-0098
B64011B4-94CF-4FFF-B20A-5192B2263C98,23 Newbury Neck Rd,,Newbury,Parker River Knife Co.,535751,jim@parkerriverknife.com,,9784329444,CT,,01951
677A0E23-D2F5-4D24-BE9C-BE5525D749D8,64 Healy Rd,Unit 4,Bolton,Payne Manufacturing Canada Limited,502369,sales@paynemfg.com,,8003851120,ON,www.paynemfg.com,L7E 5A5
3D597D28-6342-48E8-86C9-AABEAD95D070,PO BOX 218210,,COLUMBUS,Peak Premium,193983,orders@peakpremium.com,4135215040,8779956300,OH,www.peakpremium.com,43221-8210
